Class,Opal_520,Opal_570,Opal_620,Opal_690,Distance
520:570:690,0.8544,0.0499,0.0165,0.2748,1250.5692
520:570:690,0.6638,0.0225,0.0149,0.2435,1167.7371
520:570:690,0.4307,0.0317,0.0258,0.1004,1148.506
520:690,0.1742,0.0024,0.0114,0.0694,1196.0969
520:690,0.4097,0.0048,0.0154,0.0907,1302.1187
520:570:690,0.3325,0.0595,0.0205,0.1009,1139.361
520:620,0.7365,0.0089,0.1387,0.0469,1152.1007
520:690,0.3253,0.0087,0.0115,0.1315,1211.4476
520:690,0.3217,0.0202,0.0132,0.1267,1117.4611
520:690,0.4849,0.0084,0.0139,0.2439,1175.2971
520:620,0.1501,0.0097,0.2921,0.0453,1127.473
520:620,0.1891,0.0121,0.4173,0.0477,1285.6577
520:690,0.8588,0.0049,0.016,0.2381,1136.0837
520:690,0.2724,0.0012,0.0108,0.0769,1158.5635
520:570:690,0.4645,0.0519,0.0164,0.1159,1303.8568
520:690,0.5554,0.0068,0.0109,0.1074,1340.4882
520:690,0.483,0.0176,0.0147,0.1285,1347.6296
520:620,0.1381,0.0065,0.1312,0.0384,1185.3541
520,0.4387,0.0002,0.0205,0.0098,979.3069
520:570:690,0.658,0.025,0.0139,0.2166,1102.3494
520:690,0.7345,0.0115,0.0189,0.4013,1009.6618
520:620,2.5189,0.0007,0.1703,0.0128,984.4236
520:570:690,0.7729,0.0246,0.0135,0.2565,1013.4642
520:690,0.352,0.0148,0.0153,0.1135,1111.832
520:620:690,0.1225,0.011,0.3757,0.0967,1223.0283
520:690,0.6105,0.0035,0.0131,0.1529,1205.1827
520:690,0.1503,0.0135,0.0115,0.0637,1330.395
520:690,0.3909,0.0032,0.0117,0.1159,956.4726
520:690,0.6286,0.0061,0.0114,0.2066,947.6246
520:570:620:690,0.2162,0.0237,0.0976,0.104,1254.573
520:570:690,0.2837,0.0607,0.0093,0.1105,1350.3672
520:570:690,0.6804,0.0214,0.0157,0.182,1353.7068
520,0.1597,0.0027,0.0087,0.0356,1242.6163
520:690,0.2488,0.0034,0.0086,0.0938,1161.3201
520:690,0.3539,0.013,0.0129,0.1703,1019.8328
520:620:690,0.2486,0.0019,0.1483,0.0674,1094.2395
520:570:690,0.3621,0.0269,0.016,0.111,1295.8264
520:690,0.3467,0.011,0.0079,0.1174,1305.9056
520:690,0.1235,0.003,0.0118,0.06,1083.0022
520,0.232,0.0041,0.0078,0.0408,1124.7053
520:570:690,0.5539,0.0567,0.0135,0.1466,1294.7457
520:570:690,0.7974,0.0334,0.0165,0.2891,1008.0251
520,0.1244,0.0029,0.0101,0.0361,1069.6654
520:690,0.241,0.0071,0.0473,0.0876,1017.494
520:690,0.5103,0.0039,0.0107,0.1897,1212.179
520:690,0.2065,0.0088,0.0103,0.0718,1242.8029
520:690,0.4886,0.0103,0.0202,0.1072,1199.4076
520:570:690,0.4464,0.0273,0.0112,0.0905,1085.8392
520,0.1816,0.0046,0.0246,0.0302,1295.1749
520:570:690,0.6871,0.0467,0.0147,0.1943,1105.2471
520:570:690,0.3213,0.0711,0.0133,0.089,1279.3082
520:570:690,0.2374,0.0539,0.0115,0.0958,1233.1621
520,0.2407,0.0022,0.0121,0.04,1092.6299
520:620:690,0.53,0.0168,0.2736,0.1304,1025.3074
520:570:690,0.2096,0.1517,0.0122,0.1686,1240.5702
520:690,0.1485,0.0055,0.0136,0.0724,1120.1812
520:570:620:690,0.6389,0.0351,0.0661,0.1584,1093.5527
520:690,0.1546,0.0177,0.0115,0.0667,1233.5057
520,0.1877,0.0126,0.0102,0.0415,1161.6687
520:690,0.6743,0.0131,0.0158,0.2463,1098.1595
520:690,0.4518,0.0109,0.0115,0.2039,1111.3768
520:690,0.5743,0.0037,0.0145,0.1711,1117.9487
520:690,0.2582,0.0008,0.0109,0.1116,981.4048
520:570:690,0.3295,0.0683,0.0113,0.1242,1157.9248
520:690,0.5484,0.0043,0.0091,0.2283,986.4349
520:690,0.3779,0.0093,0.012,0.152,1115.2239
520:570:690,0.6472,0.0289,0.0118,0.2559,983.5884
520:690,0.1877,0.0178,0.0114,0.0792,1164.9795
520:690,0.281,0.0044,0.0136,0.1168,976.4075
520:690,0.7527,0.0172,0.0217,0.2889,1105.3895
520:690,0.4724,0.012,0.0129,0.2235,1112.365
520:570:690,0.3919,0.0801,0.0124,0.1621,1110.0399
520:620:690,1.2977,0.0072,0.18,0.0697,1007.9492
520:570,0.1393,0.0238,0.011,0.0437,985.5043
520:690,0.4283,0.0113,0.0142,0.1719,1091.7474
520:570:690,0.6772,0.0701,0.0107,0.2303,1089.6266
520:570:690,0.1343,0.0652,0.015,0.0777,1010.498
520:690,0.4288,0.0059,0.0095,0.219,1061.796
520:690,0.4041,0.0102,0.0124,0.1246,1026.2328
520:570:690,0.9397,0.0359,0.0124,0.2005,980.9656
520:690,0.2955,0.0055,0.0103,0.074,1051.5343
520,0.1201,0.0079,0.011,0.0402,893.3655
520,0.1327,0.0057,0.0124,0.0446,1118.6644
520:690,0.4418,0.006,0.0116,0.1522,1086.3507
520:690,0.2598,0.0016,0.0097,0.0974,1054.2805
520:690,0.3903,0.0038,0.0147,0.1201,954.0964
520:570:690,0.158,0.0212,0.0121,0.0702,946.6938
520:570:690,0.1544,0.0429,0.0302,0.0605,1076.2732
520:570:690,0.7912,0.0426,0.0144,0.2262,883.1661
520:570:690,0.3761,0.0384,0.0126,0.1589,946.6711
520,0.1443,0.0011,0.0106,0.0389,990.1962
520:620:690,0.4976,0.0161,0.0395,0.1511,908.0131
520:570:690,0.5388,0.0229,0.0121,0.1546,866.4974
520:620,0.1801,0.0123,0.2342,0.0427,1063.0857
520:570:690,0.6092,0.0228,0.0132,0.2206,988.858
520:570:620:690,0.5414,0.0367,0.2299,0.1899,902.2678
520:620:690,0.2197,0.0203,0.0393,0.13,1063.1934
520:690,0.501,0.0023,0.0097,0.1114,981.8147
520:570:620:690,1.2399,0.0316,0.0697,0.3686,894.4097
520:570:690,0.2772,0.132,0.0183,0.0882,1066.7644
520:690,0.2618,0.0027,0.014,0.1256,856.2828
520:570:690,0.3948,0.0872,0.0098,0.1339,1053.5675
520:570:620:690,0.5013,0.0233,0.2003,0.2796,890.462
520:570:690,0.563,0.2639,0.0194,0.1288,1056.0282
520,0.177,0.0028,0.0182,0.0474,962.4424
520:690,0.1761,0.0093,0.0098,0.0531,1055.8793
520:620:690,0.3226,0.0169,0.1563,0.2285,958.7562
520,0.1871,0.0063,0.0073,0.0319,1049.2662
520:570:690,0.4413,0.0707,0.0153,0.075,974.4989
520:690,0.3093,0.0003,0.0111,0.072,847.8981
520:690,0.9455,0.0058,0.017,0.1828,852.1824
520:620:690,0.6895,0.0156,0.22,0.1177,862.0829
520:690,0.5224,0.0194,0.0395,0.2705,961.6525
520:690,0.4865,0.0163,0.0167,0.0873,969.6227
520:570:690,0.2843,0.0343,0.0169,0.0848,971.5218
520:620:690,0.6804,0.0022,0.2316,0.0809,849.1315
520,0.1231,0.0022,0.0147,0.0323,947.2338
520:570:690,0.601,0.0607,0.0168,0.1988,891.8702
520:620:690,0.9159,0.0132,0.0599,0.0816,958.6508
520:570:690,0.8752,0.0723,0.0149,0.1029,945.9797
520:570:620:690,1.7897,0.2184,0.1416,0.2072,951.5364
520:690,0.3326,0.0065,0.0116,0.1031,878.9763
520:570:690,0.6484,0.0426,0.0131,0.1269,941.0778
520:690,0.2563,0.008,0.0176,0.0819,950.4094
520:570:690,0.4209,0.0586,0.0195,0.1427,921.0956
520:570:690,0.2692,0.0656,0.0163,0.0973,916.1644
520:620:690,0.1697,0.004,0.1663,0.0551,831.0287
520:620,0.3572,0.0179,0.0408,0.0116,795.5234
520:570:690,0.5577,0.113,0.0153,0.2045,862.931
520:570:690,0.1887,0.149,0.0161,0.0775,850.7453
520:570:690,0.5023,0.0381,0.0165,0.3168,822.5946
520:570,0.1334,0.1039,0.0123,0.0329,884.9936
520:690,0.3137,0.009,0.0132,0.1274,814.6876
520:570:690,0.2322,0.0222,0.01,0.0972,852.8497
520:690,0.3909,0.0152,0.0116,0.1224,806.3323
520:690,0.2388,0.001,0.0111,0.1026,931.5153
520,0.2656,0.0018,0.0341,0.0261,902.3171
520:570,0.8393,0.0366,0.021,0.0091,910.5412
520:620:690,0.6109,0.008,0.0692,0.0538,896.9678
520,0.9392,0.0107,0.0217,0.0237,900.4789
520:620,0.2444,0.0009,0.2676,0.0269,886.6837
520:620:690,2.6402,0.0054,0.3784,0.0576,883.0253
520:690,0.5501,0.0071,0.031,0.0729,888.5331
520:690,0.2453,0.002,0.0114,0.0871,869.0483
520:690,0.4002,0.0149,0.013,0.1503,873.3805
520:690,0.2067,0.0031,0.011,0.0548,846.9124
520:690,0.2057,0.0054,0.012,0.0661,862.6547
520:690,0.1341,0.0124,0.0133,0.0721,815.2996
520:620,0.121,0.0055,0.1774,0.045,788.0765
520:690,0.2457,0.0059,0.0226,0.0651,901.6505
520:620,0.1739,0.0037,0.133,0.0402,787.0986
520:690,0.2009,0.0058,0.0085,0.0655,888.8911
520:570:620,0.1656,0.0242,0.0376,0.0178,749.229
520:620,0.6249,0.0027,0.1595,0.0213,722.2289
520:570,0.1742,0.0711,0.0211,0.0278,721.7227
520:690,0.6104,0.0073,0.0111,0.1923,862.2307
520:690,0.13,0.0012,0.0127,0.0551,731.0989
520:620,0.6539,0.0051,0.1785,0.038,868.9941
520:570:690,0.476,0.0238,0.0167,0.1887,751.2461
520:620,0.3114,0.0015,0.0521,0.0246,784.5583
520:620,0.6382,0.0042,0.1334,0.0186,790.5212
520,0.1893,0.0045,0.0169,0.0158,700.5488
520:620,0.9351,0.003,0.0427,0.0163,694.1551
520:690,0.4859,0.013,0.0157,0.1605,741.4139
520:690,0.2987,0.0145,0.0152,0.1331,716.3635
520,1.6255,0.0031,0.0207,0.0166,687.2059
520:690,0.2164,0.0005,0.0389,0.0718,735.3953
520:570:690,0.5186,0.0428,0.0159,0.196,744.3475
520:620:690,0.2685,0.0031,0.0878,0.1089,736.9572
520:570:690,0.3174,0.0807,0.0221,0.0812,867.6115
520:690,0.2734,0.0051,0.0123,0.0514,744.1373
520:690,0.8258,0.0138,0.0155,0.2418,735.6823
520:620:690,0.2162,0.0141,0.0311,0.0741,836.0622
520:570:690,0.7602,0.1455,0.0215,0.1893,731.1887
520:620:690,0.3736,0.0208,0.0655,0.0721,720.8206
520:620:690,0.1959,0.0092,0.0885,0.1053,846.6362
520:570:690,0.1408,0.0257,0.0113,0.0559,723.2698
520:690,0.205,0.0123,0.0239,0.059,614.9409
520:690,1.0245,0.0162,0.0326,0.1971,747.96
520:690,0.724,0.0148,0.0145,0.2418,732.4968
520:570:690,0.7803,0.0279,0.0254,0.2122,733.2016
520:570,0.6711,0.0442,0.0634,0.0182,554.9734
520:570,0.3482,0.0299,0.0173,0.0173,580.6069
520:570:690,0.3074,0.072,0.0166,0.1301,719.6953
520:690,0.1588,0.0061,0.0138,0.0567,756.9988
520:620,1.258,0.0072,0.1476,0.0324,586.9279
520:690,0.4878,0.0103,0.0145,0.2209,601.9519
520:570:690,0.2859,0.0306,0.01,0.096,697.7759
520:570:690,0.4138,0.0266,0.016,0.179,600.4537
520:690,0.3745,0.0113,0.0191,0.1009,589.3728
520:690,0.8293,0.0154,0.0148,0.1832,593.3755
520:620,0.2486,0.0012,0.0782,0.0228,540.5032
520:570,0.1806,0.0228,0.0104,0.0497,763.028
520:690,0.2432,0.0019,0.0161,0.0827,696.6699
520:690,0.1445,0.014,0.0175,0.0621,712.3447
520,0.1978,0.0094,0.0143,0.0207,555.4949
520:620,0.3475,0.0016,0.0462,0.0359,547.5281
520:620:690,0.3084,0.0021,0.178,0.0629,532.6697
520:570:690,0.1491,0.0311,0.01,0.1313,822.1857
520:690,0.3625,0.0071,0.0141,0.1624,741.0533
520:570:690,0.2604,0.0411,0.0122,0.1863,814.4421
520:620:690,0.3166,0.0068,0.0529,0.067,730.9753
520:690,0.4413,0.0057,0.0136,0.1739,748.0515
520:690,0.487,0.0165,0.0196,0.3016,741.1183
520,0.1758,0.0003,0.0186,0.0498,718.9626
520:570:690,0.3,0.0433,0.013,0.1095,632.5302
520:690,0.1659,0.002,0.011,0.0668,803.0216
520:620,0.1225,0.0067,0.2542,0.0367,758.507
520:690,0.295,0.0102,0.012,0.077,667.8583
520:620,0.1853,0.0033,0.2166,0.0321,699.4335
520:690,0.1478,0.0039,0.0106,0.0519,641.604
520:690,0.1869,0.0058,0.0147,0.061,595.4244
520:570:690,0.343,0.0343,0.0117,0.1465,660.1588
520:620:690,0.4243,0.0081,0.2164,0.083,600.8032
520:690,0.1788,0.0022,0.0112,0.0592,648.8032
520:620:690,0.1598,0.0117,0.0331,0.0899,503.2393
520:570:690,0.3974,0.2108,0.0184,0.1275,662.8806
520:570:690,0.2767,0.0488,0.0186,0.1641,516.4907
520:690,0.3031,0.015,0.0148,0.1073,716.6812
520:620,0.1279,0.0015,0.0713,0.0251,489.313
520:690,0.2454,0.003,0.0114,0.0523,607.5751
520:570:620,0.1346,0.0229,0.1086,0.0413,444.8587
520:570:690,0.3575,0.0322,0.0103,0.1409,798.6697
520:690,0.2291,0.0153,0.0222,0.0883,666.4016
520:570:690,0.4408,0.067,0.0142,0.1252,508.8057
520:690,0.2199,0.0113,0.035,0.0622,690.0741
520:620:690,0.1755,0.0094,0.2175,0.0579,450.3454
520:690,0.3963,0.0033,0.0147,0.0884,649.583
520:570:690,0.308,0.0778,0.0182,0.1899,510.1019
520:620,0.3558,0.0038,0.0899,0.0287,481.0083
520:690,0.4256,0.0075,0.0126,0.1238,588.8521
520:690,0.2037,0.0185,0.0112,0.0504,605.9935
520:690,0.4923,0.0053,0.0404,0.066,650.9521
520:570:690,0.432,0.1117,0.0148,0.1153,730.4692
520:570:690,0.5884,0.0473,0.0094,0.1034,762.4575
520:690,0.2116,0.0009,0.0151,0.0616,571.4138
520:690,0.2533,0.0094,0.0125,0.0769,724.4072
520:690,0.5793,0.009,0.0073,0.1122,607.3663
520:570,0.14,0.0667,0.0111,0.0362,792.11
520:570:690,0.5996,0.0244,0.017,0.1381,602.7319
520:570:690,0.3782,0.0228,0.0129,0.1123,716.3568
520:620,1.1553,0.0019,0.0939,0.0301,423.5405
520:690,0.2276,0.0027,0.0087,0.0609,707.491
520:690,0.1415,0.0031,0.0109,0.0547,592.345
520:570:690,0.1256,0.0887,0.0138,0.0516,584.4182
520:620:690,0.2073,0.0055,0.104,0.0686,569.288
520:690,0.5115,0.0123,0.0136,0.155,561.1865
520:690,0.2227,0.0086,0.009,0.0648,741.8975
520:690,0.3002,0.0101,0.0088,0.0678,645.4833
520:570:690,0.8335,0.0933,0.0118,0.1989,597.0015
520:690,0.1857,0.0141,0.0137,0.0731,578.4885
520:570:690,0.6418,0.0626,0.0092,0.1142,754.743
520:570:690,0.3018,0.1087,0.0107,0.1106,653.134
520:570:690,0.3012,0.0471,0.017,0.0943,560.4739
520:570:690,0.3494,0.0312,0.012,0.1045,706.4703
520:570:690,0.2382,0.0334,0.0156,0.0761,660.1735
520:570:690,0.4291,0.0217,0.0119,0.1505,712.5587
520:570:690,0.4064,0.0487,0.009,0.1206,651.8801
520:690,0.4584,0.0183,0.0093,0.1223,744.3356
520:570:690,0.3178,0.0548,0.0058,0.1467,638.4799
520:690,0.2368,0.0026,0.0107,0.0598,547.7087
520:570:620:690,0.3571,0.1076,0.0733,0.2115,647.845
520,0.278,0.004,0.0187,0.0458,580.7
520,0.1702,0.0108,0.0112,0.0322,575.1525
520:690,0.227,0.0093,0.0191,0.186,360.7892
520:570:690,0.3561,0.0246,0.0141,0.0646,584.4976
520:690,0.1436,0.0109,0.0213,0.0933,367.0191
520:690,0.15,0.0079,0.009,0.0618,630.167
520:690,0.2952,0.0074,0.0198,0.0866,482.8831
520:690,0.2495,0.0007,0.0125,0.0586,543.9929
520:690,0.4182,0.0176,0.0113,0.1609,655.939
520:690,0.4169,0.0085,0.0131,0.1072,457.0234
520:570:690,0.6406,0.068,0.0148,0.2144,659.2855
520:620:690,0.2457,0.0144,0.4651,0.0767,441.5157
520:690,0.6189,0.0137,0.0267,0.2585,352.6803
520:570:690,0.1696,0.0833,0.011,0.0649,617.1005
520:690,0.1308,0.0026,0.0252,0.0675,362.4956
520:620:690,0.1921,0.013,0.2188,0.0611,697.9307
520:570,0.2289,0.0256,0.0433,0.0307,378.843
520:570:690,0.3785,0.0306,0.0114,0.1671,546.3764
520:690,0.3663,0.0097,0.0145,0.0902,446.1141
520:620,1.0083,0.004,0.337,0.0171,392.263
520:690,0.1612,0.0102,0.0132,0.0573,687.1493
520:690,0.3819,0.0159,0.0137,0.1803,472.8219
520:690,0.3935,0.0152,0.0163,0.1675,478.0699
520:620,5.8386,0.0014,0.8103,0.0175,386.0782
520:620,2.3706,0.0006,0.2681,0.016,381.0736
520:690,0.9362,0.0187,0.0135,0.2215,508.5166
520:690,0.4844,0.0193,0.0089,0.1861,649.1629
520:570:690,0.4457,0.0302,0.0097,0.1309,620.1448
520:690,0.1738,0.0026,0.0165,0.0518,634.0664
520:570:690,0.4169,0.0635,0.0136,0.2057,675.0242
520:690,0.8921,0.0084,0.0102,0.2292,500.9312
520:620:690,0.2688,0.0118,0.1068,0.1291,327.6559
520:620:690,0.338,0.0067,0.0322,0.129,452.8942
520:570:690,0.574,0.0293,0.0146,0.3111,640.5873
520:690,0.4606,0.0189,0.0205,0.1652,332.6515
520:570:690,0.6749,0.0404,0.0384,0.1135,608.9406
520:570:620:690,0.7543,0.1105,0.0456,0.0938,612.2657
520:570:690,0.3993,0.0476,0.0115,0.1447,640.7229
520:690,0.4033,0.0178,0.0109,0.1245,670.1489
520:690,0.389,0.0085,0.0091,0.0921,618.0303
520:690,0.3438,0.007,0.0183,0.0853,316.5489
520:690,0.5021,0.0062,0.0251,0.0787,604.5536
520:570,0.1374,0.0253,0.0121,0.0445,661.5178
520:690,0.3708,0.0019,0.0124,0.0905,476.8837
520:570:690,0.3681,0.0788,0.0133,0.0805,490.1696
520:690,0.3364,0.0104,0.0218,0.0995,497.5729
520:620,0.5204,0.0053,0.129,0.0305,459.3223
520:570,0.476,0.0231,0.0277,0.0246,431.9997
520:570:620,0.684,0.0856,0.1031,0.0318,424.6052
520:690,0.4929,0.0071,0.0167,0.1932,390.5659
520:690,0.2581,0.0072,0.0091,0.082,665.9681
520,0.2008,0.0028,0.0216,0.0221,418.5576
520:690,0.823,0.0023,0.0142,0.2707,380.2795
520:570:690,0.3419,0.0231,0.0356,0.2044,295.9204
520:570:690,0.4012,0.0995,0.0159,0.1591,496.6403
520:620:690,0.8973,0.0096,0.2032,0.3134,288.1306
520:570:690,0.6215,0.0237,0.0125,0.1836,477.1343
520:620:690,0.1751,0.0049,0.0518,0.067,543.6221
520:690,0.2912,0.002,0.0191,0.1303,374.7944
520:620:690,0.482,0.0084,0.2777,0.2013,284.464
520:690,0.3877,0.0135,0.0383,0.1937,295.1324
520:690,0.2325,0.0075,0.0139,0.0585,333.0949
520:620,0.6644,0.0051,0.0819,0.0152,640.1414
520:620,1.4322,0.0006,0.0422,0.0363,421.7234
520,0.1344,0.0054,0.0097,0.0418,505.4345
520:570:690,0.4499,0.0862,0.0132,0.1146,483.3655
520:690,0.3022,0.0121,0.0128,0.0974,396.0558
520:690,0.3446,0.003,0.0241,0.1537,289.5992
520:690,0.2646,0.0182,0.0119,0.0697,400.4157
520:690,0.1677,0.0101,0.01,0.0599,496.1853
520:690,0.1945,0.0045,0.0191,0.1092,282.003
520:620:690,0.1322,0.0044,0.0425,0.0592,269.8453
520,0.1582,0.01,0.0265,0.0174,405.7032
520:570,0.1731,0.0912,0.0129,0.0442,456.4211
520:690,0.2716,0.0178,0.0114,0.0778,466.9446
520:690,0.2606,0.0109,0.0121,0.1165,393.1767
520:570:690,0.7086,0.0566,0.0193,0.1601,321.2104
520:570:690,0.1694,0.0265,0.0116,0.0558,551.5486
520:690,0.3124,0.0121,0.0123,0.0964,478.3249
520:690,0.3266,0.0102,0.0152,0.0981,312.352
520:690,0.3152,0.0099,0.0265,0.1193,536.1728
520:570:620,0.8283,0.1088,0.1864,0.0349,294.8539
520:570,0.2104,0.07,0.0092,0.0477,556.6897
520:620:690,0.5636,0.0135,0.1082,0.0914,318.1684
520:690,0.4955,0.0026,0.0141,0.1341,438.0604
520:690,0.4243,0.0097,0.0117,0.188,430.7932
520:570:620:690,1.3444,0.053,0.1414,0.0616,288.137
520:570:690,0.3681,0.0245,0.0076,0.1003,548.4322
520:690,0.2104,0.014,0.0117,0.1033,411.5457
520:620,0.1456,0.0054,0.1216,0.0369,526.5133
520:620:690,0.2024,0.0124,0.0589,0.0704,443.314
520:690,0.4707,0.0054,0.0323,0.2265,434.6169
520:690,0.1515,0.0098,0.0144,0.056,377.2195
520,0.7862,0.0074,0.0263,0.0241,283.1675
520:620:690,0.2312,0.0062,0.1119,0.0735,447.496
520:690,0.3469,0.0065,0.0117,0.1446,420.754
520:620:690,0.4245,0.0134,0.6288,0.187,436.2074
520:620,1.4597,0.0019,0.0893,0.0199,259.518
520:570:690,0.2365,0.0672,0.0236,0.0676,304.8729
520:690,0.4928,0.0037,0.0104,0.2027,411.5394
520:570:690,0.4107,0.0326,0.0148,0.1377,370.1176
520:690,0.177,0.0175,0.0221,0.0757,316.0564
520:690,0.2289,0.019,0.0137,0.0722,323.1332
520:570:690,0.4008,0.0287,0.0183,0.1397,293.0135
520:620,1.6552,0.0018,0.1372,0.0356,274.1715
520:690,0.3093,0.0035,0.0209,0.1071,400.9782
520:690,0.4404,0.0109,0.0229,0.1342,284.19
520:690,0.1807,0.0022,0.0157,0.0595,428.6696
520:620:690,0.2476,0.0093,0.3441,0.0511,469.58
520,0.3916,0.0087,0.031,0.0234,332.0369
520:570:690,0.5358,0.0236,0.0184,0.2802,295.537
520:690,0.5906,0.0092,0.0119,0.2077,289.5154
520:690,0.2293,0.0067,0.0074,0.0731,351.238
520:570:690,0.3546,0.0419,0.0143,0.1632,308.8522
520:620:690,0.4886,0.0181,0.1128,0.172,374.698
520,0.1229,0.0035,0.0211,0.0199,252.1597
520:690,0.4651,0.01,0.0139,0.1407,275.9598
520:690,0.3357,0.0098,0.0114,0.1218,405.8482
520:570,0.14,0.0227,0.0146,0.04,295.391
520:570:690,0.3527,0.0225,0.0118,0.0968,394.359
520:570:690,0.155,0.0234,0.0177,0.0605,199.6582
520:570,0.1564,0.0482,0.016,0.0348,262.936
520:690,0.7788,0.018,0.0229,0.1837,365.2856
520:570:690,0.4732,0.0365,0.0166,0.1487,239.814
520:690,0.3314,0.0083,0.0219,0.1067,398.235
520:570:690,0.541,0.0738,0.0167,0.1723,385.3209
520:690,0.3484,0.0099,0.0108,0.0905,365.3966
520:690,0.169,0.0048,0.0137,0.0679,300.7215
520:690,0.4861,0.0164,0.014,0.1012,246.5204
520:690,0.3523,0.0098,0.0174,0.1552,185.8464
520:570:690,0.3982,0.0273,0.0126,0.1028,226.168
520:620:690,0.2385,0.0027,0.0376,0.077,176.6116
520:570:690,0.3031,0.0244,0.0237,0.0858,255.5556
520:690,0.625,0.0097,0.0143,0.16,344.449
520:690,0.6769,0.0047,0.0098,0.1681,345.4092
520:690,0.2223,0.003,0.0176,0.1103,165.0392
520:690,0.2529,0.0048,0.0255,0.0641,204.0165
520:570:690,0.3504,0.0388,0.0125,0.1138,363.0916
520:690,0.394,0.0091,0.0119,0.0825,334.7544
520:620,0.8251,0.0105,0.0908,0.0302,177.3316
520:690,0.4597,0.0083,0.012,0.2043,312.6721
520:620:690,0.1285,0.0079,0.2139,0.0627,382.6202
520:570:690,0.4712,0.0453,0.0181,0.1349,272.8413
520:570:690,0.5161,0.0333,0.0174,0.1097,154.9558
520:690,0.6213,0.0114,0.0153,0.2576,305.4176
520:570:690,0.6543,0.0369,0.0186,0.2053,148.6008
520:570:690,0.1775,0.0239,0.0224,0.055,144.5907
520:690,0.2508,0.0154,0.0418,0.0643,359.5771
520:620:690,0.281,0.0101,0.1555,0.0701,350.9314
520,0.1272,0.0067,0.0221,0.0302,168.1625
520:570:620:690,0.2067,0.0257,0.244,0.1383,277.9764
520:570:690,0.5502,0.0531,0.0169,0.1267,368.7083
520:570:690,0.5862,0.1138,0.0201,0.1525,146.5379
520:570:690,0.5464,0.09,0.0223,0.2349,151.0916
520:570:690,0.584,0.0587,0.0382,0.2021,264.9445
520:690,0.3935,0.013,0.0195,0.1149,139.9201
520:690,0.3198,0.014,0.0195,0.1105,304.4326
520:570,0.1693,0.0588,0.0164,0.0476,357.7885
520:570:690,0.5439,0.0306,0.0154,0.2241,265.7589
520:570:690,0.5154,0.0571,0.0207,0.21,138.3737
520:570:690,0.3654,0.0465,0.0197,0.1987,130.7907
520:570:690,0.6811,0.1528,0.0175,0.2214,343.473
520:570:690,0.6097,0.1184,0.0248,0.2408,338.3381
520:690,0.2496,0.0075,0.0232,0.0742,251.7536
520:690,0.2859,0.0178,0.0136,0.1152,271.6496
520:570:690,0.7544,0.1129,0.0399,0.1764,335.1038
520,0.1205,0.0204,0.0358,0.0399,322.6822
520:570:690,0.6223,0.0317,0.0134,0.2304,287.1751
520:570:620:690,0.4343,0.0227,0.2092,0.1851,127.1082
520:690,0.4421,0.0018,0.0281,0.1241,86.7198
520:570:690,0.4334,0.0278,0.0279,0.2016,134.9886
520:620:690,0.2228,0.0091,0.1298,0.0527,241.718
520:690,0.3685,0.0061,0.0141,0.1377,79.6347
520:570:690,0.3585,0.0607,0.0615,0.1967,337.4734
520:690,0.2554,0.0157,0.0324,0.116,115.6319
520:570:620:690,0.5896,0.0289,0.4104,0.1578,328.1939
520:690,0.4793,0.0152,0.0177,0.3005,78.9472
520:570:690,0.394,0.032,0.0732,0.241,135.9191
520:570:690,0.1546,0.033,0.0192,0.0754,336.4294
520:690,0.1722,0.0034,0.0447,0.082,105.4192
520:570:690,0.5601,0.0267,0.0268,0.2144,125.8363
520:690,0.2087,0.012,0.0288,0.0622,330.9118
520:570:690,0.6873,0.0227,0.0127,0.2858,286.866
520:570:690,0.5862,0.0351,0.0126,0.1207,244.7943
520:690,0.6467,0.0092,0.019,0.1959,240.7643
520:690,0.2293,0.019,0.0366,0.1004,99.4846
520:690,0.2729,0.0171,0.0139,0.1194,212.4455
520:690,0.1358,0.0035,0.0132,0.0614,172.1447
520:620:690,0.2294,0.0095,0.0828,0.1328,104.3411
520:690,0.3282,0.0086,0.0149,0.1083,233.5452
520:690,0.4116,0.0046,0.0134,0.0952,271.791
520:570:620:690,0.4447,0.0228,0.5396,0.1804,130.1596
520:570:690,0.5282,0.0697,0.0143,0.1719,324.5548
520:690,0.2427,0.0117,0.0159,0.1217,103.4835
520:570:690,0.5471,0.0287,0.0168,0.2053,212.978
520:570:620:690,0.1854,0.0313,0.0973,0.0575,198.1845
520:690,0.3694,0.0174,0.0164,0.1076,187.6314
520:690,0.4066,0.0115,0.0153,0.1611,136.3881
520:690,0.6097,0.0209,0.0191,0.2101,60.3711
520:570:690,0.1729,0.1082,0.0178,0.0898,72.0257
520:690,0.4053,0.0089,0.0172,0.1181,131.2629
520:690,0.3061,0.0037,0.0493,0.083,120.524
520:570:690,0.6971,0.0788,0.0237,0.1157,125.5829
520:570:690,0.5349,0.0499,0.0082,0.2048,170.5539
520:690,0.1969,0.0029,0.0129,0.055,161.628
520,0.1357,0.0107,0.0113,0.0435,243.9534
520:570:690,0.3643,0.046,0.0079,0.1196,129.0105
520:690,0.5674,0.0195,0.0274,0.1749,118.1055
520:570:690,0.4298,0.0655,0.012,0.1162,235.2171
520:570:690,0.3703,0.0515,0.0145,0.0925,162.8653
520:570:690,0.4092,0.0266,0.0148,0.1627,203.9438
520:690,0.3642,0.0181,0.0287,0.1173,177.6631
