Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio,Distance to annotation with line µm 
AMM12_4_Stitched.ome.tif,Opal 570: Ignore*: Opal 620,Opal 570: Ignore*: Opal 620,ECL,Polygon,3353.5,1222.8,104,38.0955,0.9005,13.2291,10.2397,0.5876,6.34,2656.4441,1.7331,10.7892,3.0099,7.7793,0.0342,14.3323,0.0287,0.1776,0,0.1776,0.0448,18.7895,0.0935,0.6732,0,0.6732,0.5622,235.5587,0.4292,3.0937,0.0261,3.0676,0.0237,9.9378,0.0213,0.1674,0.0031,0.1643,2.3456,982.8157,0.1501,2.977,2.0305,0.9466,292.5,64.036,0.8964,21.6273,17.732,0.4631,3.0739,2.7201,10.7892,0.021,0.0533,0.0915,1.0437,0,0.0247,0.0695,0.6732,0,0.2499,0.3566,3.0937,0.0018,0.0224,0.0262,0.2899,0.0003,2.415,0.3973,5.8659,2.0126,1.2614,0.7926,4.655,0.021,0.0638,0.1107,1.0437,0,0.0135,0.0482,0.664,0,0.0766,0.1069,0.6893,0.0018,0.0217,0.0285,0.2899,0.0003,2.4535,0.4785,5.8659,2.0126,0.3506,2523.5205
AMM12_4_Stitched.ome.tif,Opal 570: Ignore*,Opal 570: Ignore*,ECL,Polygon,3366.3,1222.5,42.75,26.3709,0.7725,9.0132,6.521,0.742,8.7834,1528.3036,2.1379,13.4539,4.0232,9.4308,0.02,3.4813,0.0315,0.2177,0,0.2177,0.2122,36.9251,0.3813,2.2545,0,2.2545,0.0167,2.9054,0.0179,0.1158,0,0.1158,0.0127,2.209,0.0123,0.0957,0,0.0957,3.5003,609.0472,1.3013,8.358,2.4663,5.8917,148.25,50.4355,0.7324,18.7371,11.0276,0.8668,3.4992,3.7642,13.4539,0,0.023,0.031,0.2597,0,0.1177,0.2714,2.2545,0,0.0186,0.0181,0.1527,0,0.0148,0.0123,0.0989,0,3.4818,2.294,16.28,2.0023,1.3306,1.3888,8.8333,0,0.0242,0.0307,0.2597,0,0.0789,0.1983,1.5966,0,0.0194,0.0182,0.1527,0,0.0157,0.0121,0.0989,0,3.4742,2.595,16.28,2.0023,0.2834,2513.123
AMM12_4_Stitched.ome.tif,Opal 570: Ignore*: Opal 620,Opal 570: Ignore*: Opal 620,ECL,Polygon,3304.5,1227.5,53.5,31.2958,0.6864,11.599,6.5543,0.8485,5.9651,1324.2538,1.8587,10.1758,2.2618,7.914,0.0602,13.3686,0.1305,1.455,0,1.455,0.0717,15.9255,0.1717,0.9898,0,0.9898,0.0746,16.5571,0.0822,0.431,0.0017,0.4293,0.0339,7.5236,0.0443,0.3301,0.0072,0.323,2.6432,586.7882,0.2964,3.7546,2.2025,1.5521,228.5,58.6627,0.8344,21.4005,16.1454,0.6925,2.2033,2.4339,10.1758,0,0.1021,0.1968,1.455,0,0.0232,0.0926,0.9898,0,0.0306,0.0514,0.431,0,0.0475,0.0875,0.7741,0,2.9289,1.1464,8.64,1.9425,0.9982,0.8523,4.8994,0,0.1156,0.2121,1.2996,0,0.0077,0.0301,0.3442,0,0.0165,0.0228,0.2729,0,0.0518,0.0969,0.7741,0,3.0205,1.2936,8.64,1.9425,0.2376,2564.04
AMM12_4_Stitched.ome.tif,Opal 570: Ignore*,Opal 570: Ignore*,ECL,Polygon,3327.3,1227.1,51,26.5791,0.9072,9.5807,6.7034,0.719,6.7605,1399.4297,1.6782,11.1228,2.6412,8.4816,0.0398,8.2463,0.0635,0.5176,0,0.5176,0.1297,26.8382,0.2681,1.7089,0,1.7089,0.0153,3.1712,0.0117,0.0893,0,0.0893,0.0185,3.8335,0.0202,0.1375,0.0025,0.135,2.6209,542.5248,0.4889,5.0554,2.1026,2.9528,249.5,56.9808,0.9657,19.4866,16.5001,0.5279,2.1446,2.5481,11.1228,0,0.0344,0.0482,0.5176,0,0.0297,0.1333,1.7089,0,0.0126,0.0075,0.0893,0,0.0156,0.0164,0.1704,0,2.7811,1.2362,11.0551,2.0805,0.9412,0.6667,4.7644,0,0.0329,0.0432,0.3591,0,0.0037,0.0213,0.3997,0,0.0119,0.0058,0.0328,0,0.0149,0.0152,0.1704,0,2.8229,1.3626,11.0551,2.0805,0.2011,2543.7498
AMM12_4_Stitched.ome.tif,Opal 570: Ignore*,Opal 570: Ignore*,ECL,Polygon,3422.6,1230.2,20.25,23.852,0.4473,10.5407,3.1158,0.9396,5.2804,459.3929,1.0746,7.3248,2.6917,4.633,0.0296,2.5777,0.0205,0.0946,0,0.0946,0.0066,0.5784,0.0209,0.1463,0,0.1463,0.0202,1.7581,0.0207,0.1473,0.0012,0.1461,0.0191,1.658,0.0122,0.0739,0.0056,0.0682,2.5219,219.4088,0.265,3.4448,2.1597,1.2851,210.25,54.4131,0.8924,20.5629,12.9044,0.7753,2.1695,2.0646,8.1227,0,0.025,0.0213,0.1434,0,0.0385,0.1463,1.4278,0,0.0136,0.0144,0.1989,0,0.0148,0.0088,0.0989,0,2.8264,1.2116,11.3969,1.9832,1.8134,1.8396,8.1227,0,0.0244,0.0213,0.1434,0,0.0421,0.1539,1.4278,0,0.0129,0.0134,0.1989,0,0.0143,0.0082,0.0989,0,2.8612,1.2714,11.3969,1.9832,0.0951,2461.3608
AMM12_4_Stitched.ome.tif,Ignore*: Opal 520: Opal 620,Ignore*: Opal 520: Opal 620,ECL,Polygon,3444.6,1238.8,32.5,22.5284,0.8047,8.7249,5.1369,0.8327,7.0841,956.3482,1.6994,10.0928,3.1884,6.9044,3.2304,436.1012,1.6665,7.8917,1.1649,6.7269,0.0003,0.039,0.001,0.0073,0,0.0073,0.209,28.2143,0.1274,0.9364,0.0489,0.8875,0.0071,0.9645,0.0082,0.0492,0,0.0492,3.3245,448.8088,0.6565,5.2484,2.3859,2.8625,214,53.0251,0.9564,18.5716,14.8147,0.6018,3.3211,3.0799,12.352,0,1.5995,1.8689,9.4141,0,0.009,0.0363,0.4742,0,0.1139,0.1574,1.5484,0,0.0106,0.008,0.0725,0,3.092,1.0789,12.2442,2.1179,2.6233,2.7564,12.352,0,1.297,1.7447,9.4141,0,0.0106,0.0393,0.4742,0,0.0963,0.1562,1.5484,0,0.0112,0.0078,0.0725,0,3.0488,1.1353,12.2442,2.1179,0.1509,2437.8569
AMM12_4_Stitched.ome.tif,Ignore*: Opal 520: Opal 690,Ignore*: Opal 520: Opal 690,ECL,Polygon,3298.6,1241.6,35.75,22.3995,0.8954,7.758,6.305,0.4747,6.9067,1022.1883,1.9765,10.1302,3.3376,6.7925,0.4244,62.8149,0.3739,1.4925,0.0106,1.4819,0.0144,2.1264,0.0423,0.3166,0,0.3166,0.0189,2.7934,0.0174,0.1291,0.0009,0.1281,0.1555,23.0135,0.1877,1.0229,0.0121,1.0107,2.7864,412.3805,0.3638,4.1167,2.3167,1.8,204,51.5228,0.9657,17.4017,14.8503,0.4963,1.9457,2.5629,10.1302,0,0.3365,0.3923,2.2134,0,0.0132,0.0558,0.8509,0,0.0154,0.0141,0.1291,0,0.1255,0.1649,1.0229,0.0032,3.0837,1.3709,9.6347,2.0416,0.8482,0.7108,4.5252,0,0.3171,0.3939,2.2134,0,0.013,0.0584,0.8509,0,0.0147,0.0131,0.1135,0,0.1189,0.1588,0.9765,0.0032,3.1495,1.4976,9.6347,2.0416,0.1749,2561.0298
AMM12_4_Stitched.ome.tif,Ignore*: Opal 520: Opal 620,Ignore*: Opal 520: Opal 620,ECL,Polygon,3409.4,1244.1,50.25,26.3103,0.9122,9.5906,6.562,0.6947,7.1086,1443.0374,1.5369,9.6582,2.949,6.7092,1.1076,224.8511,0.6237,2.8407,0.2716,2.5691,0.0043,0.877,0.0195,0.1829,0,0.1829,0.2202,44.7063,0.121,0.6562,0.0485,0.6077,0.0186,3.7841,0.0274,0.2085,0.0014,0.2071,2.6509,538.1365,0.2818,4.021,2.1445,1.8765,201.25,53.182,0.8942,18.7704,14.3778,0.597,2.8272,2.7909,9.6582,0.3318,0.5936,0.7528,5.0706,0,0.0022,0.0125,0.1829,0,0.0951,0.1173,0.6562,0.0011,0.0163,0.0176,0.2085,0.001,2.4754,0.2883,4.1,1.9992,1.393,1.1847,7.9849,0.3318,0.4214,0.7131,5.0706,0,0.0015,0.009,0.1278,0,0.0532,0.0805,0.5775,0.0011,0.0155,0.0127,0.1418,0.001,2.4166,0.2658,4.1,1.9992,0.2447,2463.5593
AMM12_4_Stitched.ome.tif,Opal 570: Ignore*,Opal 570: Ignore*,ECL,Polygon,3394.6,1250.2,41,23.3324,0.9464,8.3804,6.364,0.5951,8.0288,1348.8442,2.3837,12.5736,2.9833,9.5903,0.0152,2.5455,0.0237,0.1333,0,0.1333,0.1133,19.0406,0.467,3.2342,0,3.2342,0.0102,1.718,0.0119,0.0964,0,0.0964,0.0211,3.5388,0.0367,0.2438,0,0.2438,4.2071,706.7966,2.6424,12.7807,1.997,10.7836,223,53.8363,0.9669,18.3552,16.0759,0.4493,2.2722,3.0227,12.5736,0,0.026,0.029,0.282,0,0.0309,0.2104,3.2342,0,0.0117,0.0087,0.0964,0,0.018,0.0189,0.2438,0,2.9001,1.5419,12.7807,1.9488,0.9401,0.6994,5.1023,0,0.0285,0.0296,0.282,0,0.0118,0.0488,0.613,0,0.0121,0.0078,0.0516,0,0.0173,0.0114,0.1283,0,2.5977,0.9125,11.2546,1.9488,0.1804,2474.2893
AMM12_4_Stitched.ome.tif,Ignore*: Opal 520,Ignore*: Opal 520,ECL,Polygon,3418.3,1251.1,28.25,19.192,0.9638,6.5909,5.6552,0.5216,11.3563,1317.3333,2.8295,16.2862,5.432,10.8542,1.0321,119.7233,1.6022,6.2973,0.021,6.2763,0,0.0027,0.0002,0.0018,0,0.0018,0.032,3.7093,0.0332,0.176,0.0036,0.1724,0.0117,1.3618,0.0059,0.025,0,0.025,2.58,299.2846,0.535,4.3495,2.0218,2.3277,141,45.3564,0.8613,15.8818,10.6066,0.7267,3.5304,4.3611,16.2862,0.3443,0.4558,1.1156,6.2973,0,0.0034,0.0201,0.2755,0,0.0228,0.0298,0.2541,0.0013,0.0183,0.017,0.1366,0,2.4614,0.405,4.6903,2.0023,1.5264,1.4561,8.7621,0.3443,0.3082,0.8965,5.565,0,0.0043,0.0224,0.2755,0,0.0205,0.0284,0.2541,0.0013,0.0199,0.0185,0.1366,0,2.431,0.3589,4.6903,2.0023,0.1912,2455.1003
AMM12_4_Stitched.ome.tif,Opal 570: Ignore*: Opal 620,Opal 570: Ignore*: Opal 620,ECL,Polygon,3359.9,1252.5,83.5,38.0352,0.7253,12.7087,9.5815,0.6294,5.3735,1789.3655,1.4809,10.7608,2.3348,8.426,0.0384,12.8032,0.0495,0.3631,0,0.3631,0.0659,21.9485,0.1733,1.564,0,1.564,1.0376,345.5331,0.6905,3.4621,0.0746,3.3875,0.0442,14.7056,0.0298,0.2142,0,0.2142,3.0938,1030.2247,0.7486,7.5607,1.9595,5.6012,258,59.6439,0.9114,20.1725,16.9119,0.5068,2.4917,2.3092,10.7608,0,0.0533,0.0778,0.5908,0,0.0448,0.1894,2.7532,0,0.4443,0.6093,3.4621,0.0035,0.0369,0.0353,0.3702,0,2.9607,1.1625,12.8369,1.9595,1.1188,0.9917,7.6774,0,0.0603,0.0873,0.5908,0,0.0347,0.1959,2.7532,0,0.1616,0.2711,2.3757,0.0035,0.0335,0.0372,0.3702,0,2.8973,1.3105,12.8369,1.965,0.3161,2501.7507
AMM12_4_Stitched.ome.tif,Ignore*: Opal 520: Opal 690: Opal 620,Ignore*: Opal 520: Opal 690: Opal 620,ECL,Polygon,3438,1254,73,32.6217,0.862,12.7635,7.2486,0.8147,5.3371,1569.0928,1.2207,7.9947,2.2134,5.7813,0.5846,171.8777,0.3493,2.6829,0.102,2.5809,0.0199,5.8493,0.0265,0.2292,0,0.2292,1.3333,391.984,0.6169,3.2321,0.2325,2.9996,0.1356,39.8706,0.1331,0.693,0.0016,0.6915,2.8458,836.6536,0.5262,4.6929,2.1568,2.5361,269.75,61.9575,0.883,22.6468,15.4394,0.7522,2.0549,2.1662,7.9947,0,0.3601,0.3657,2.6829,0,0.011,0.0246,0.2292,0,0.4866,0.6565,3.2964,0.007,0.0675,0.0925,0.693,0.0009,3.0676,1.2361,9.6848,2.1183,0.8272,0.5915,3.5577,0,0.2761,0.3351,1.9616,0,0.0077,0.023,0.2111,0,0.1699,0.2853,3.2964,0.007,0.0421,0.0526,0.3725,0.0009,3.1505,1.4041,9.6848,2.1183,0.2633,2435.9678
AMM12_4_Stitched.ome.tif,Ignore*: Opal 620,Ignore*: Opal 620,ECL,Polygon,3477.2,1252.6,28.25,19.5114,0.9325,6.7508,5.4424,0.6227,13.1471,1538.2109,2.8492,18.2879,6.5617,11.7261,0.0534,6.2491,0.0621,0.3966,0,0.3966,0.0008,0.099,0.0025,0.0185,0,0.0185,0.1389,16.2553,0.192,0.9804,0.006,0.9744,0.0232,2.7116,0.0239,0.1931,0.0065,0.1867,2.2895,267.8683,0.1701,3.1122,2.0258,1.0864,92.5,37.7048,0.8176,13.1374,10.4702,0.5964,5.8004,5.7505,18.2879,0.563,0.0388,0.0477,0.3966,0,0.0012,0.0036,0.037,0,0.0937,0.1712,0.9804,0.0022,0.0235,0.035,0.2993,0.0044,2.3117,0.1816,3.2937,2.0043,2.4427,2.9094,17.1542,0.563,0.0321,0.0377,0.2872,0,0.0014,0.004,0.037,0,0.073,0.1568,0.8563,0.0022,0.0236,0.0392,0.2993,0.0044,2.3219,0.1861,3.2937,2.0043,0.296,2400.8779
AMM12_4_Stitched.ome.tif,Ignore*: Opal 620,Ignore*: Opal 620,ECL,Polygon,3489.4,1257.6,93,46.9566,0.53,13.3629,11.5127,0.1735,8.166,3045.9031,2.5494,15.9204,2.7536,13.1668,0.0664,24.7624,0.0743,0.4285,0,0.4285,0.0088,3.2835,0.0463,0.5543,0,0.5543,0.2478,92.425,0.313,1.4938,0.0049,1.489,0.0371,13.8218,0.0442,0.3371,0.006,0.331,2.2898,854.0768,0.1622,3.0385,1.9097,1.1288,292.75,67.3183,0.8118,23.1721,17.7774,0.5279,3.7744,3.5533,15.9204,0.0198,0.0533,0.0792,1.0656,0,0.0056,0.0321,0.5543,0,0.1139,0.2219,1.4938,0,0.0238,0.03,0.3371,0,2.3767,0.3403,4.637,1.9097,1.7269,1.5144,7.6406,0.0198,0.0472,0.0807,1.0656,0,0.0042,0.0226,0.4311,0,0.0515,0.1197,0.9151,0,0.0176,0.0169,0.2302,0,2.4172,0.3904,4.637,1.9661,0.3127,2391.0891
AMM12_4_Stitched.ome.tif,Ignore*,Ignore*,ECL,Polygon,3321.4,1257.5,33.25,20.6181,0.9829,6.9426,6.2143,0.4089,11.6155,1556.4713,2.8767,16.5242,5.9564,10.5677,0.0198,2.6587,0.0243,0.1925,0,0.1925,0.0052,0.6945,0.0134,0.079,0,0.079,0.007,0.932,0.005,0.0255,0,0.0255,0.0127,1.6987,0.0106,0.0541,0,0.0541,3.0108,403.4462,1.1039,7.9673,2.0575,5.9099,115.25,41.8227,0.828,16.1668,9.8156,0.8055,4.5296,4.9463,16.5242,0,0.0254,0.0289,0.2859,0,0.0019,0.0079,0.079,0,0.0105,0.0083,0.0579,0,0.0134,0.0097,0.0705,0,2.9136,1.3799,12.027,2.0575,1.6611,1.5569,8.7216,0,0.0277,0.0303,0.2859,0,0.0005,0.0032,0.0541,0,0.0119,0.0089,0.0579,0,0.0137,0.0093,0.0705,0,2.8742,1.4767,12.027,2.1152,0.2792,2534.0962
AMM12_4_Stitched.ome.tif,Ignore*,Ignore*,ECL,Polygon,3474.2,1261.5,29.75,19.7479,0.9586,7.0625,5.4421,0.575,10.876,1305.119,2.3721,15.8874,4.8362,11.0512,0.0163,1.9559,0.0166,0.088,0,0.088,0.002,0.244,0.0048,0.0261,0,0.0261,0.0193,2.3194,0.0251,0.2338,0,0.2338,0.0266,3.1888,0.0367,0.222,0,0.222,2.6626,319.5079,0.5108,5.2259,2.1683,3.0576,129,43.3224,0.8637,16.3657,10.8769,0.7312,3.5412,4.3704,15.8874,0,0.0349,0.072,0.9355,0,0.0019,0.0134,0.2338,0,0.019,0.0293,0.3308,0,0.019,0.0226,0.222,0,2.5439,0.643,7.1533,2.0524,1.3297,1.4223,13.6552,0,0.0405,0.0809,0.9355,0,0.0018,0.0151,0.2338,0,0.0188,0.0305,0.3308,0,0.0167,0.0154,0.1819,0.0019,2.5081,0.6742,7.1533,2.0524,0.2196,2400.3225
AMM12_4_Stitched.ome.tif,Opal 570: Ignore*,Opal 570: Ignore*,ECL,Polygon,3427,1262.1,48.75,25.0232,0.9784,8.2908,7.618,0.3748,7.311,1469.5022,1.6002,10.1113,3.9278,6.1836,0.0263,5.2839,0.0232,0.1105,0,0.1105,0.0897,18.0346,0.2428,1.69,0,1.69,0.0196,3.9438,0.0125,0.0839,0.0028,0.0812,0.0157,3.1512,0.0109,0.1118,0.0045,0.1073,2.6471,532.0574,0.5888,6.1665,2.0826,4.0839,203,52.2287,0.9352,17.6663,14.8059,0.5006,2.5408,2.9133,10.1113,0,0.0465,0.0675,0.8371,0,0.0335,0.1417,1.69,0,0.0173,0.0144,0.1115,0,0.0195,0.0192,0.2053,0,2.8783,1.3248,11.2738,2.0765,0.9741,0.7053,4.0643,0,0.0531,0.0755,0.8371,0,0.015,0.0776,1.0907,0,0.0166,0.0149,0.1115,0,0.0207,0.0211,0.2053,0,2.9543,1.4818,11.2738,2.0765,0.2357,2440.4868
AMM12_4_Stitched.ome.tif,Ignore*: Opal 520: Opal 620,Ignore*: Opal 520: Opal 620,ECL,Polygon,3332.7,1262.7,35.75,21.4051,0.9805,7.1195,6.386,0.3445,12.088,1740.6783,2.6205,16.0888,6.3935,9.6954,0.6426,92.5348,0.7606,4.0563,0.0059,4.0504,0.0191,2.7532,0.0574,0.3653,0,0.3653,0.1542,22.1981,0.1372,0.6967,0.0026,0.6941,0.016,2.2981,0.0146,0.0861,0,0.0861,2.6253,378.0502,0.4103,4.3605,2.2036,2.1569,104.25,38.9039,0.8656,14.5979,10.065,0.6944,5.5843,5.2135,16.0888,0.4004,0.5708,0.9415,6.4277,0,0.007,0.0347,0.3653,0,0.1152,0.1949,1.6213,0.0022,0.0161,0.0126,0.102,0,2.6688,0.679,8.2087,2.1469,2.191,2.034,9.398,0.4004,0.5333,1.0226,6.4277,0,0.0007,0.0017,0.011,0,0.0948,0.2165,1.6213,0.0022,0.0161,0.0114,0.102,0,2.6915,0.7832,8.2087,2.1469,0.3262,2519.7871
AMM12_4_Stitched.ome.tif,Opal 570: Opal 520: Opal 690: Ignore*,Opal 570: Opal 520: Opal 690: Ignore*,ECL,Polygon,3362.8,1264.2,28.5,22.2771,0.7217,7.1926,5.8987,0.6482,6.2604,732.4725,1.1059,8.8896,3.9422,4.9474,0.0685,8.0147,0.0768,0.3366,0,0.3366,0.1755,20.5324,0.4963,2.8688,0,2.8688,0.0264,3.093,0.0174,0.1118,0.0026,0.1092,0.0726,8.4965,0.0358,0.2073,0.0226,0.1847,3.0369,355.3171,0.7928,7.5217,2.4705,5.0512,79.5,37.761,0.7006,14.2243,9.1463,0.7811,3.3924,2.5224,8.8896,0.0301,0.1705,0.1763,0.7551,0,0.0867,0.3182,2.8688,0,0.0239,0.0158,0.1118,0,0.0911,0.0669,0.4037,0,3.2334,1.7354,14.4255,2.3049,1.7393,1.3546,6.6161,0.0301,0.2293,0.1902,0.7551,0,0.0355,0.1058,0.9277,0,0.0225,0.0147,0.0926,0,0.1017,0.0776,0.4037,0,3.3467,2.088,14.4255,2.3049,0.35,2495.0156
AMM12_4_Stitched.ome.tif,Ignore*,Ignore*,ECL,Polygon,3351,1263.9,31,20.1098,0.9633,6.9779,5.8138,0.5509,10.1971,1284.8319,2.9856,17.5392,5.0885,12.4508,0.0085,1.0672,0.0138,0.0856,0,0.0856,0.0002,0.0297,0.0012,0.0101,0,0.0101,0.0218,2.7417,0.0165,0.0836,0.0017,0.0819,0.0114,1.4321,0.0046,0.0315,0.0021,0.0294,2.1852,275.3397,0.1945,2.8128,1.7791,1.0337,101.5,37.4624,0.9088,12.7488,10.7708,0.4608,4.385,4.6581,17.5392,0.3002,0.0274,0.0446,0.2755,0,0.0016,0.0072,0.0946,0,0.0197,0.0151,0.1111,0.001,0.0163,0.0097,0.0704,0.0008,2.2537,0.1894,2.9361,1.7791,1.7973,2.3724,15.7113,0.3002,0.0358,0.0506,0.2755,0,0.0022,0.0086,0.0946,0,0.0188,0.0143,0.1111,0.001,0.0185,0.0106,0.0704,0.0008,2.2842,0.1792,2.9361,1.8251,0.2984,2502.3203
AMM12_4_Stitched.ome.tif,Ignore*,Ignore*,ECL,Polygon,3371.9,1264.8,33.5,20.8409,0.9692,6.8941,6.3333,0.2958,10.4196,1427.4907,2.5138,15.6771,5.2038,10.4733,0.0793,10.8586,0.0581,0.2956,0.0031,0.2926,0.004,0.546,0.012,0.078,0,0.078,0.0125,1.7119,0.0057,0.0278,0.0006,0.0272,0.0548,7.5073,0.0325,0.1942,0.0146,0.1796,2.4483,335.4122,0.2385,3.4478,2.1406,1.3072,126.75,42.2231,0.8934,14.6855,12.0234,0.5457,3.8814,4.2764,15.6771,0,0.1052,0.1322,0.8966,0,0.0059,0.0251,0.3803,0,0.0131,0.0066,0.0405,0,0.048,0.0511,0.4313,0.0029,2.6445,0.791,9.685,2.1015,1.4736,1.0606,5.6078,0,0.1148,0.1495,0.8966,0,0.0066,0.0284,0.3803,0,0.0133,0.0069,0.0405,0,0.0454,0.0563,0.4313,0.0029,2.7168,0.9036,9.685,2.1015,0.2626,2486.5586
AMM12_4_Stitched.ome.tif,Ignore*: Opal 690: Opal 620,Ignore*: Opal 690: Opal 620,ECL,Polygon,3387.8,1269.2,69.25,30.4916,0.936,10.7587,8.0192,0.6617,6.5932,1832.8983,1.6263,10.5307,3.1474,7.3834,0.0408,11.3437,0.0347,0.1872,0,0.1872,0.0096,2.6821,0.0147,0.1,0,0.1,0.625,173.7559,0.3507,2.0305,0.1199,1.9106,0.0927,25.7591,0.0548,0.3365,0.0249,0.3117,2.434,676.6611,0.1778,2.9972,1.9037,1.0935,264.75,59.6868,0.9339,20.5276,16.0168,0.6027,2.4829,2.631,10.5307,0.077,0.0507,0.0507,0.641,0,0.0076,0.0206,0.2971,0,0.2473,0.3112,2.0305,0.0014,0.0687,0.0632,0.4375,0.0052,2.4847,0.224,4.782,1.9037,1.0236,0.5548,4.2497,0.077,0.0543,0.0549,0.641,0,0.0068,0.0223,0.2971,0,0.1131,0.1376,0.9651,0.0014,0.0602,0.0639,0.4375,0.0052,2.5027,0.2358,4.782,2.0618,0.2595,2470.5259
AMM12_4_Stitched.ome.tif,Opal 570: Ignore*,Opal 570: Ignore*,ECL,Polygon,3304,1270.2,53.5,27.6904,0.8768,10.3401,6,0.8025,6.8343,1496.703,1.3387,10.2236,3.4338,6.7898,0.0195,4.2667,0.0201,0.0991,0,0.0991,0.1804,39.5153,0.5105,3.4698,0,3.4698,0.0112,2.4613,0.0167,0.1404,0,0.1404,0.0238,5.2182,0.0244,0.175,0.0025,0.1725,2.5078,549.2161,0.278,3.952,2.0774,1.8746,158.25,49.9258,0.7978,19.6002,11.2852,0.8244,3.0504,2.9527,10.2236,0,0.0247,0.053,0.7333,0,0.0868,0.3355,3.4698,0,0.0109,0.012,0.1404,0,0.0168,0.0165,0.175,0,2.878,1.8984,18.8813,1.9503,1.0632,0.9345,6.0006,0,0.0274,0.0637,0.7333,0,0.0377,0.1679,2.0354,0,0.0107,0.0086,0.0709,0,0.0132,0.0081,0.0817,0,3.0723,2.3131,18.8813,1.9503,0.3326,2541.4446
AMM12_4_Stitched.ome.tif,Ignore*,Ignore*,ECL,Polygon,3352.9,1273.4,41.5,24.0849,0.899,8.8684,5.9829,0.7384,13.7941,2331.2107,3.4567,20.9081,6.2226,14.6856,0.0195,3.2995,0.0251,0.1407,0,0.1407,0.0005,0.0903,0.0015,0.0114,0,0.0114,0.0093,1.5723,0.0055,0.0318,0,0.0318,0.0121,2.0432,0.0047,0.0286,0.001,0.0276,2.2598,381.8987,0.3298,4.106,1.8692,2.2368,142.5,46.3414,0.8338,16.9939,11.6113,0.7464,5.4921,5.8944,20.9081,0.4257,0.033,0.0361,0.4086,0,0.002,0.0098,0.1468,0,0.0106,0.0058,0.0439,0,0.0194,0.0228,0.2511,0.001,2.3466,0.242,4.244,1.8692,2.0107,1.7976,9.6905,0.4257,0.0386,0.0384,0.4086,0,0.0026,0.0116,0.1468,0,0.0112,0.0058,0.0439,0,0.0225,0.0264,0.2511,0.0014,2.383,0.1823,4.244,2.0607,0.2847,2497.7583
