Class,Opal_520,Opal_570,Opal_620,Opal_690,Distance
520:570:690,0.4583,0.0715,0.0142,0.0994,2048.5557
520:570:690,0.3495,0.0441,0.0173,0.0744,2232.7917
520:570:690,0.4774,0.0565,0.0142,0.1116,2218.3423
520:620,0.3608,0.0022,0.1666,0.0236,2238.2112
520:570:690,0.2255,0.0515,0.0126,0.0347,2085.554
520:690,0.468,0.004,0.0079,0.0637,2054.501
520:620,2.7955,0.0031,0.1387,0.0093,2166.384
520:690,0.3793,0.002,0.0128,0.0481,2058.3982
520:570:690,0.4462,0.0242,0.0106,0.0819,2021.5388
520:690,0.3781,0.0083,0.011,0.045,2047.1907
520:570,0.179,0.0695,0.0111,0.024,2126.8616
520:570:690,0.5063,0.0233,0.0117,0.0839,2007.8058
520,0.1359,0.0023,0.0091,0.0138,2052.084
520:690,0.5396,0.013,0.0272,0.065,2134.6255
520:690,0.4396,0.004,0.0109,0.072,2012.5275
520:690,1.2443,0.008,0.0203,0.038,2128.1636
520,0.2128,0.018,0.0235,0.0095,2175.3494
520:620,5.099,0.0006,0.218,0.0013,2128.5789
520:620,1.9459,0.0004,0.1019,0.0206,2154.4756
520:570:690,0.472,0.0688,0.0146,0.0691,2161.2734
520:570:690,0.3693,0.0258,0.0122,0.0341,2152.6833
520:690,0.2352,0.0147,0.012,0.0708,2160.7581
520:620,3.456,0.0006,0.2277,0.0026,2079.5408
520:570:690,0.3984,0.035,0.0146,0.053,2109.1475
520:570:690,0.423,0.061,0.0237,0.0848,2118.8672
520:620,1.4619,0.0015,0.1212,0.0023,2015.8267
520:570,0.2847,0.0877,0.013,0.0261,1959.2422
520:690,0.2784,0.0165,0.0093,0.0326,1953.0184
520:570:690,0.4032,0.0227,0.0092,0.0467,1913.8689
520,2.7095,0.0041,0.0238,0.0076,1873.0701
520:570:690,0.3323,0.0397,0.0108,0.0475,1913.776
520:570:690,0.4465,0.0663,0.0147,0.0544,1904.4913
520:570:690,0.4678,0.0237,0.0104,0.0883,1896.8739
520:620,0.545,0.003,0.0939,0.0261,1810.5972
520:690,0.2832,0.0098,0.0104,0.0764,1895.6675
520:620,0.393,0.0096,0.2645,0.031,1880.6096
520:620,0.4884,0.0004,0.1387,0.0045,1875.1875
520:570:690,0.3908,0.0565,0.0161,0.0384,1824.1185
520:620,1.0211,0.002,0.0798,0.0044,1897.4238
520:620,1.3099,0.0051,0.0928,0.0294,1837.0912
520:570:690,0.402,0.0303,0.0153,0.0608,1817.6572
520,0.2645,0.0153,0.0207,0.0234,1759.0056
520,0.1595,0.0095,0.0102,0.0125,1724.6682
520:620,0.7353,0.0027,0.3257,0.0045,1793.8223
520:570:690,0.8451,0.0611,0.0191,0.1475,1836.2429
520:570:690,0.8202,0.0715,0.0177,0.0579,1768.1968
520:570:690,0.2513,0.0479,0.0128,0.061,1781.8269
520:570:690,0.9446,0.0693,0.0158,0.1503,1830.4042
520:570:690,0.5668,0.1861,0.0188,0.1546,1769.0583
520:570:620:690,0.7479,0.0758,0.0561,0.0827,1763.3644
520:570,0.2796,0.0578,0.013,0.0277,1716.9788
520:570:690,0.3805,0.1609,0.0247,0.0526,1771.2909
520:690,0.2574,0.0186,0.0079,0.0467,1684.6807
520:620:690,0.202,0.0089,0.1121,0.0766,1793.6019
520:570,0.3218,0.112,0.0188,0.0245,1755.9435
520:570:690,0.545,0.0899,0.0166,0.0785,1690.7578
520:570:690,0.5402,0.0766,0.0153,0.0883,1830.5002
520:570:620:690,0.3895,0.0351,0.378,0.0376,1720.5045
520:690,0.4502,0.019,0.0145,0.0784,1755.5541
520:690,0.2674,0.014,0.0107,0.1227,1802.7175
520:570:690,0.3025,0.0307,0.0126,0.0956,1804.7284
520:570:690,0.6725,0.0845,0.0183,0.077,1719.525
520:690,0.2402,0.0184,0.0132,0.0709,1795.5302
520,0.1554,0.0123,0.0135,0.0148,1785.5804
520,0.1481,0.0029,0.0131,0.0237,1852.2327
520:570:690,0.688,0.1186,0.0183,0.1146,1797.5978
520:570:690,0.6809,0.0686,0.0172,0.0896,1682.4552
520:570:690,0.5041,0.0344,0.0148,0.0873,1742.1417
520:570,0.1592,0.0825,0.0194,0.0138,1701.3926
520:570:690,0.3162,0.0407,0.0103,0.0353,1579.5227
520:570:690,0.3193,0.0629,0.0146,0.0522,1869.0989
520:620:690,0.8319,0.0184,0.0699,0.0428,1858.9628
520:570:620,0.2431,0.08,0.2522,0.0279,1699.8046
520:570,0.1418,0.0235,0.0203,0.0305,1575.7426
520:570:620,0.2172,0.0225,0.0657,0.0041,1921.2487
520:570:620,0.1612,0.0285,0.0468,0.0044,1742.2917
520:620,0.9562,0.0039,0.0583,0.0104,1767.3987
520:620,1.0384,0.0031,0.0741,0.0185,1581.1227
520:570:690,0.4232,0.0391,0.0175,0.0982,1666.7993
520:690,0.3945,0.0045,0.0151,0.0706,1659.5488
520,0.1519,0.0203,0.0087,0.0203,1582.7994
520:570:690,0.4249,0.0744,0.0133,0.0694,1567.4275
520:690,0.4676,0.0122,0.0132,0.0946,1548.5496
520:570:690,0.5862,0.0249,0.0137,0.0727,1543.7001
520:570:690,0.3904,0.0651,0.0151,0.0781,1543.0146
520:570:690,0.3985,0.1946,0.0189,0.0908,1779.4534
520:570,0.2183,0.0375,0.0122,0.0259,1770.4978
520:620,0.2469,0.0144,0.0429,0.0213,1854.3276
520:620,1.0716,0.0008,0.3028,0.0035,1928.104
520:620:690,0.2311,0.003,0.3105,0.0331,1918.2773
520:620,1.1438,0.0151,0.2118,0.0065,1747.1064
520:570:690,0.4053,0.1288,0.0178,0.1095,1798.3901
520,0.8164,0.0004,0.0203,0.0141,1586.2439
520:570:690,0.4506,0.0296,0.0122,0.0653,1789.4786
520:570:690,0.3925,0.0673,0.016,0.0627,1610.6609
520:570:690,0.2872,0.0287,0.0132,0.1073,1836.2507
520:620,0.6266,0.0023,0.0513,0.0049,1940.6698
520:690,0.252,0.0034,0.0167,0.0514,1756.2682
520,0.256,0.0026,0.0151,0.0266,1747.4602
520:690,0.3881,0.0124,0.0132,0.0386,1567.3525
520:690,0.3009,0.018,0.0127,0.0538,1791.264
520:690,0.2826,0.002,0.0119,0.034,1740.7208
520:570:690,0.2374,0.0587,0.0075,0.0421,1891.51
520:690,0.7254,0.0116,0.0144,0.1252,1899.2255
520,0.2154,0.0191,0.0105,0.0231,1608.7455
520:570:690,0.4308,0.0394,0.0146,0.1002,1743.9072
520:690,0.2958,0.003,0.0122,0.0679,1897.1498
520,0.1875,0.0157,0.011,0.0214,1644.9363
520:620,0.3218,0.0135,0.0429,0.0115,1695.5182
520:690,0.2416,0.0057,0.0106,0.0365,1581.2021
520:570:690,0.5643,0.0388,0.0121,0.0793,1596.1146
520:620,0.5349,0.0009,0.0485,0.0045,1834.2039
520,0.137,0.0197,0.0105,0.0248,1609.4091
520:620,1.0247,0.0018,0.0745,0.002,1685.7953
520:690,0.2848,0.0074,0.0079,0.0514,1589.2931
520:690,0.3193,0.0147,0.0108,0.064,1601.9028
520:620,2.0651,0.0028,0.094,0.005,1711.811
520:620,0.1414,0.0017,0.0419,0.0032,1648.1915
520:570:690,0.7343,0.0684,0.014,0.1087,1534.9062
520:570:690,0.3223,0.0554,0.0137,0.049,1555.5098
520:620,0.8211,0.0005,0.0676,0.0035,1748.1187
520:570:620:690,0.2528,0.0253,0.027,0.0478,1666.9702
520,0.1354,0.007,0.012,0.0192,1690.3081
520:690,0.4103,0.0162,0.0192,0.0639,1661.1293
520:570:690,0.3855,0.0644,0.0136,0.0658,1669.1174
520:570,0.1356,0.111,0.0117,0.0299,1615.1495
520:620,1.4129,0.0045,0.1221,0.0072,1648.8833
520:570,0.1912,0.0265,0.0089,0.0177,1609.1715
520:690,0.5288,0.0136,0.0145,0.1249,1709.2056
520:690,0.3577,0.0103,0.0078,0.0729,1697.6125
520:570:690,0.5828,0.0226,0.0133,0.0566,1562.6445
520:570:690,0.528,0.0523,0.0124,0.0864,1555.1188
520:620,0.1415,0.0154,0.0313,0.0279,1571.0029
520:690,0.1716,0.0037,0.011,0.033,1688.8547
520:570:690,0.4289,0.0801,0.0154,0.1025,1702.4073
520:570,0.1571,0.2279,0.0242,0.0237,1555.6295
520,0.1681,0.0057,0.0124,0.0253,1567.6234
520:570:690,0.6416,0.0329,0.0123,0.0677,1559.7135
520,0.1295,0.0075,0.0118,0.015,1487.9985
520:620,0.4363,0.0031,0.0809,0.0083,1635.5541
520:620,2.1521,0.0012,0.2013,0.004,1626.7509
520:620,1.3444,0.0015,0.155,0.002,1545.5706
520:570:690,0.6376,0.0273,0.0128,0.0859,1562.7549
520:570:690,0.5112,0.0749,0.0126,0.0404,1516.2944
520:690,0.2979,0.0063,0.0071,0.0375,1532.8134
520,0.1238,0.018,0.0219,0.0183,1451.9187
520,0.2369,0.0036,0.0097,0.023,1520.2435
520:570:690,0.3524,0.0403,0.0116,0.0453,1456.334
520:620,1.1739,0.0014,0.0822,0.005,1356.5439
520:620,1.433,0.0039,0.2652,0.004,1528.8396
520:570:690,0.5713,0.0366,0.0134,0.0623,1517.7561
520:690,0.5979,0.0091,0.0273,0.0434,1518.625
520:570:690,0.4684,0.0816,0.0126,0.0734,1510.7571
520,0.125,0.0081,0.006,0.0172,1478.2578
520:570:690,0.2554,0.0848,0.0156,0.0326,1475.3088
520:570:690,0.327,0.0676,0.0127,0.0384,1511.6677
520:690,0.2511,0.02,0.0127,0.0332,1462.4038
520:620,0.1824,0.0012,0.0621,0.0042,1319.4375
520:570:690,0.7817,0.0449,0.0157,0.1421,1477.0345
520:690,0.2486,0.0189,0.0127,0.0429,1469.986
520:690,0.2873,0.0134,0.0164,0.0352,1463.9581
520,0.4559,0.0012,0.0271,0.0035,1518.368
520:620,0.6336,0.0023,0.0682,0.0216,1503.601
520:620,0.1826,0.0009,0.027,0.009,1438.5835
520:570:690,0.6133,0.0732,0.0136,0.0564,1396.5356
520,0.2843,0.0182,0.0098,0.0156,1385.2064
520:570:690,0.5038,0.0389,0.0114,0.0871,1389.3969
520:570:690,0.3512,0.0649,0.0184,0.0561,1548.3555
520:570,0.2955,0.0214,0.0183,0.0216,1270.9675
520,0.1769,0.0169,0.01,0.0203,1264.334
520:620:690,0.1979,0.0045,0.1504,0.0394,1347.9358
520:570:690,0.2908,0.0575,0.0131,0.0643,1484.8436
520:620,0.2023,0.0055,0.2415,0.0165,1236.051
520,0.1627,0.0075,0.0107,0.0193,1252.2009
520:570:690,0.5778,0.0713,0.0147,0.0484,1264.6643
520:570:690,0.4328,0.0919,0.0119,0.0706,1489.8856
520:620,0.1694,0.0017,0.2552,0.0059,1402.0739
520:570:690,0.5236,0.0737,0.0123,0.0401,1258.3182
520,0.1882,0.0206,0.0127,0.0303,1207.7615
520:570:690,0.4357,0.068,0.016,0.0606,1201.1553
520:620,1.3322,0.0008,0.1507,0.006,1285.6461
520:570,0.1672,0.0481,0.0128,0.0181,1184.5009
520:570:690,1.007,0.0676,0.0132,0.111,1174.1785
520:570:690,0.7452,0.0338,0.0138,0.0767,1167.9941
520:620,0.3715,0.0042,0.0499,0.0029,1290.9862
520:620,1.0317,0.0091,0.3131,0.0025,1430.0908
520:570:690,0.1974,0.0505,0.0113,0.0326,1348.9688
520:570:690,0.2992,0.0244,0.0222,0.0548,1197.2284
520,0.1508,0.0092,0.015,0.0128,1462.7836
520:570:690,0.3687,0.0371,0.013,0.0615,1220.1785
520:570:690,0.2542,0.0666,0.015,0.0432,1502.1929
520:690,0.6495,0.0087,0.0139,0.0588,1495.2056
520:570:690,0.4901,0.0674,0.0114,0.0552,1199.7067
520:620,0.596,0.0021,0.1238,0.0172,1105.0402
520:570:690,0.5127,0.0288,0.0225,0.0595,1345.8505
520,0.2757,0.0048,0.0075,0.0156,1172.5593
520:690,0.1766,0.0051,0.0116,0.0574,1130.8083
520:570,0.1524,0.0292,0.0121,0.0237,1358.5552
520:620,0.3317,0.003,0.0362,0.0038,1236.4778
520:570:690,0.5543,0.0658,0.0163,0.0657,1209.1013
520:570:690,0.411,0.0975,0.0127,0.0438,1181.7047
520:690,0.4256,0.0078,0.0087,0.0777,1337.0203
520:570,0.4122,0.0737,0.0103,0.0277,1172.7933
520,0.1261,0.002,0.0103,0.0242,1445.1322
520,0.1472,0.0068,0.0096,0.0225,1456.6943
520,0.2257,0.0179,0.0104,0.0207,1208.6827
520:690,0.2464,0.011,0.0088,0.0333,1382.7147
520:690,0.4361,0.0063,0.015,0.0682,1448.4401
520:620,3.1774,0.0005,0.1739,0.0022,1413.1133
520,0.233,0.0203,0.0098,0.0243,1391.2388
520:570:690,0.4542,0.0311,0.0147,0.0478,1385.5775
520:570,0.4434,0.0463,0.0154,0.0078,1118.8638
520:570:620,1.0324,0.0431,0.1242,0.0265,1185.1603
520:570:690,0.4484,0.0277,0.0141,0.1148,1342.6421
520,0.4008,0.0128,0.0109,0.0239,1076.6674
520:620,1.0141,0.0025,0.083,0.0062,1107.5482
520:620,0.1363,0.0202,0.2573,0.0072,1137.1392
520:620,2.8886,0.0066,0.1911,0.002,1395.2281
520:570:620:690,0.1507,0.0663,0.0477,0.0585,1341.2235
520:570,0.1282,0.0406,0.0134,0.0147,1039.9005
520:690,0.3793,0.0166,0.0055,0.0407,1330.15
520:570:690,0.4308,0.0635,0.0209,0.0584,1136.2875
520:570:690,0.6052,0.0741,0.0136,0.0557,1075.6495
520:620,0.5388,0.0002,0.0918,0.0019,1453.0637
520:620,0.2378,0.0079,0.0309,0.0288,1124.4954
520:570:690,0.3182,0.0278,0.0146,0.0419,1199.9823
520:620:690,0.1445,0.0023,0.0288,0.0375,1339.7045
520:690,0.2218,0.0041,0.026,0.0376,1240.9514
520:570:620:690,0.353,0.0318,0.1961,0.0713,1247.4725
520:570:690,0.4167,0.1074,0.0131,0.0451,1169.4641
520:620,1.3899,0.0006,0.2825,0.001,1449.1425
520:690,0.4831,0.0143,0.0147,0.0335,1251.8301
520:620,0.3995,0.0039,0.1729,0.0039,1442.451
520,0.2541,0.0126,0.0093,0.0261,1017.1204
520:570,0.3022,0.0258,0.0116,0.0298,1168.2002
520:570:690,0.7992,0.0794,0.015,0.0561,1184.347
520:620:690,0.5887,0.0172,0.4152,0.0386,1157.6716
520:570:690,0.5728,0.1121,0.0207,0.0562,1023.9916
520:570:690,0.458,0.1371,0.0228,0.0501,1120.4084
520:570:690,0.3494,0.0694,0.0096,0.1031,1188.8951
520,0.3318,0.0181,0.0093,0.0238,1115.241
520,0.1411,0.005,0.0202,0.0131,1051.4258
520,0.2588,0.0135,0.011,0.0299,996.7855
520:620,0.5248,0.0008,0.0979,0.004,1277.9862
520,0.2005,0.001,0.0128,0.0036,1254.4958
520:620,0.2673,0.0149,0.0841,0.0319,985.3977
520:570:690,0.6843,0.0527,0.0129,0.092,1238.3779
520,0.3234,0.0121,0.0139,0.0282,1189.6345
520:570:690,0.4251,0.0327,0.0116,0.0623,1070.8643
520:570:690,0.4109,0.058,0.014,0.0381,1179.9561
520:620,2.6507,0.0012,0.1491,0.0021,1262.8729
520,0.2457,0.0087,0.0119,0.031,1125.8405
520:570:620:690,0.4351,0.1096,0.0652,0.0638,984.5604
520:570,0.3248,0.0325,0.0756,0.0296,1111.3206
520:570:690,0.6366,0.0279,0.0154,0.1104,986.8499
520:570,0.1866,0.0508,0.0148,0.018,1011.77
520:620,0.278,0.0008,0.1229,0.0052,1290.7369
520:570:620:690,0.2149,0.024,0.5131,0.0821,1112.9216
520:620,0.9447,0.0126,0.0651,0.0079,1202.2108
520:570,0.255,0.0354,0.0105,0.0295,1241.8911
520:570:690,0.5554,0.0319,0.0398,0.0638,1031.5262
520:570:690,0.5066,0.0847,0.0205,0.0465,979.6531
520:570:690,0.4662,0.0741,0.0154,0.0748,1037.9203
520,0.2149,0.0051,0.0261,0.0191,967.232
520,0.1543,0.0036,0.0137,0.0124,1232.486
520:620,1.2439,0.0133,0.1284,0.0278,1023.6791
520,0.342,0.0005,0.0279,0.0059,1129.807
520:620,0.6917,0.0006,0.0573,0.0081,1132.8243
520:620:690,0.1259,0.0058,0.2583,0.0681,1083.2709
520:690,0.6087,0.0115,0.017,0.0822,1029.5897
520:570:690,0.6526,0.0533,0.0137,0.0948,1035.5581
520,0.1735,0.0011,0.0188,0.0125,1316.8875
520,0.243,0.0209,0.008,0.0207,1336.1371
520:620,0.3694,0.0031,0.3112,0.023,979.7526
520:620,1.072,0.0012,0.0401,0.0036,881.5925
520:570:690,0.5515,0.0443,0.0101,0.036,1325.2344
520:570:690,0.4777,0.064,0.0161,0.0582,1066.7566
520,0.1652,0.0205,0.0105,0.0134,930.9411
520:570,0.1774,0.0273,0.0106,0.0246,1233.1919
520:570,0.2899,0.0781,0.0122,0.0254,1193.8879
520:620,0.6226,0.0036,0.0559,0.0101,1087.8318
520:570:690,0.4854,0.0669,0.0118,0.0384,1321.2224
520,0.3663,0.0139,0.0138,0.0244,1041.5032
520:620,2.0926,0.0087,0.0599,0.0202,1157.3633
520:570:690,0.44,0.0706,0.0111,0.042,1050.7589
520:570:690,0.3246,0.1081,0.0175,0.0376,1183.245
520:620,2.0077,0.0028,0.0933,0.0096,1079.1724
520:570:690,0.415,0.0634,0.0167,0.0663,930.6804
520:620,0.1858,0.0093,0.118,0.0243,900.402
520:620:690,0.7684,0.0135,0.0524,0.0366,939.2186
520:570:690,0.4711,0.0926,0.017,0.0649,1236.0458
520,0.2341,0.007,0.0256,0.0085,919.1454
520,0.1959,0.0044,0.0149,0.0028,1156.8317
520:620,0.7238,0.0006,0.0699,0.0073,1125.8274
520,0.2472,0.0099,0.0116,0.0208,1183.7432
520,0.1704,0.0025,0.0112,0.0172,1173.7146
520:690,0.4291,0.0207,0.0163,0.0396,891.2679
520,0.1218,0.0064,0.016,0.013,1097.0514
520:690,0.5229,0.0155,0.0127,0.0442,1225.9408
520:570,0.1503,0.0444,0.013,0.0237,975.6259
520:570,0.284,0.0225,0.0147,0.0154,884.1821
520,0.3154,0.0094,0.012,0.0242,922.29
520:690,0.2764,0.0049,0.0172,0.033,949.7091
520:570:620:690,0.7041,0.0313,0.0472,0.0485,885.9047
520,0.1663,0.0041,0.0113,0.0073,1214.5177
520:620,0.6636,0.0025,0.1146,0.0067,848.2689
520:570:690,0.4393,0.0522,0.015,0.0644,945.6879
520:570:690,0.6547,0.0537,0.0136,0.0778,1028.89
520:620,3.2083,0.0001,0.2938,0.0023,1201.1986
520:570:690,0.3741,0.0343,0.012,0.0604,939.6883
520,0.4586,0.0016,0.0247,0.0016,1193.8313
520,0.1669,0.0133,0.011,0.0087,951.5918
520:570:690,0.4106,0.0682,0.0111,0.0672,1021.6121
520,0.1918,0.0114,0.0367,0.0056,1204.1667
520:570:620:690,0.6709,0.0483,0.1885,0.0822,983.9395
520,0.1553,0.0051,0.0199,0.0047,1183.1433
520:620,0.7081,0.0042,0.0774,0.003,1195.3949
520:620,1.884,0.0031,0.3011,0.0153,877.1855
520,0.219,0.0103,0.0119,0.0056,1156.8669
520:620,0.1279,0.0021,0.1111,0.0203,1206.6968
520:570:690,0.6363,0.0266,0.0135,0.0658,913.7246
520:570:690,0.3574,0.0767,0.0152,0.0404,861.5183
520:570:690,0.5999,0.0313,0.0243,0.0461,918.1955
520:570:690,0.4927,0.1175,0.0201,0.0696,907.9944
520:570:690,0.5295,0.0497,0.0164,0.0328,983.7594
520,0.3001,0.0037,0.0153,0.0098,929.1614
520:620,1.4783,0.0026,0.1695,0.002,1158.8806
520:690,0.453,0.0196,0.0213,0.0521,1053.9912
520:570:690,0.8466,0.0881,0.0157,0.0972,845.8557
520:570:690,0.7469,0.0355,0.0107,0.0727,1054.9587
520:620:690,1.0535,0.0141,0.3771,0.0439,1043.3523
520:620,2.5556,0.0006,0.1151,0.0018,929.8339
520:620,1.8289,0.0091,0.15,0.0154,933.1245
520:570:620:690,0.7717,0.062,0.0799,0.0905,1049.1229
520:570:690,0.7878,0.0554,0.0243,0.069,829.7131
520:620,1.317,0.0018,0.0634,0.0037,1148.9962
520:570:690,0.8997,0.0861,0.0235,0.0846,1049.6945
520:570:690,0.7072,0.0828,0.0111,0.0711,1133.4095
520:570:690,0.3397,0.0352,0.0134,0.0515,951.3785
520:570:690,0.6316,0.0239,0.0268,0.059,1040.6978
520:620,1.7437,0.0048,0.4543,0.0082,1033.1093
520:570:690,0.3933,0.0223,0.0102,0.0748,1057.2021
520:690,0.3309,0.0089,0.0072,0.0462,943.7175
520:620:690,0.6291,0.0056,0.1126,0.0326,1139.0533
520,0.3461,0.0121,0.018,0.0279,835.6356
520:690,0.9145,0.008,0.017,0.0549,1131.5336
520:690,0.4394,0.0045,0.0086,0.0396,1123.7471
520,0.3072,0.0103,0.01,0.0218,841.318
520:690,0.3503,0.0056,0.0086,0.0612,1045.7041
520:620,1.3306,0.0073,0.0717,0.0043,922.3419
520:620,0.9059,0.0061,0.2156,0.0296,941.6489
520:570,0.9304,0.031,0.0211,0.0065,870.622
520:570:690,0.3959,0.0593,0.0139,0.0406,1046.9692
520:620,0.5868,0.0032,0.0684,0.0032,1085.3374
520,0.2271,0.0109,0.0287,0.0033,1079.7349
520:620,1.034,0.0013,0.0813,0.0082,861.6595
520:620,0.1902,0.0097,0.2431,0.0292,878.664
520,0.2349,0.0021,0.0118,0.0248,887.02
520,0.2124,0.0059,0.013,0.0137,844.1578
520:570:690,0.4211,0.1108,0.0144,0.0396,837.9526
520:570,0.3359,0.0344,0.0098,0.0232,827.2061
520:570:690,0.4575,0.0608,0.0133,0.0558,880.6335
520:620,1.1543,0.0014,0.0514,0.0038,854.9782
520:620,2.4612,0.0009,0.1656,0.002,988.0764
520:570:690,0.5597,0.0407,0.0148,0.0755,871.1688
520:620,0.5666,0.0006,0.0475,0.0041,946.6403
520:620,0.4013,0.0037,0.1711,0.0101,964.6001
520:620,0.1837,0.0065,0.0353,0.0027,948.6099
520:620,0.5569,0.0029,0.035,0.0047,793.3257
520:570:690,0.368,0.0618,0.013,0.0447,871.746
520,0.2376,0.0022,0.0167,0.0305,862.2117
520:690,0.5758,0.0135,0.0103,0.0451,874.2532
520:620,1.6326,0.0004,0.1703,0.0015,899.1469
520:620,1.2808,0.0033,0.0956,0.0043,804.4789
520,0.9884,0.0062,0.0483,0.0118,806.7222
520,0.3848,0.0165,0.0136,0.0255,780.0574
520:570,0.1751,0.059,0.0151,0.0137,772.811
520:570,0.4687,0.0551,0.0112,0.0263,797.2211
520,0.2327,0.0122,0.0118,0.0175,809.11
520:570:690,0.2612,0.0768,0.0136,0.0422,769.9316
520,0.1564,0.0063,0.0178,0.0029,760.1268
520:570,0.2597,0.0594,0.0135,0.0198,784.8505
520:620,2.8821,0.0007,0.1682,0.0009,731.7136
520,0.5338,0.0039,0.014,0.0086,880.2988
520:690,0.2705,0.0127,0.0107,0.0548,841.1212
520:570:690,0.324,0.055,0.0163,0.0343,839.2616
520:620:690,0.1417,0.0142,0.0467,0.0338,824.1439
520:570,0.1413,0.0438,0.0155,0.0109,864.0687
520:620,0.1783,0.0015,0.0727,0.0084,827.1722
520:620,0.2867,0.0036,0.0691,0.0216,819.9977
520,0.2097,0.0185,0.032,0.0167,836.0931
520:570:690,0.5619,0.0428,0.0165,0.0638,803.9614
520:620,0.1896,0.0067,0.4101,0.0102,825.5723
520:570:690,0.5601,0.0381,0.0151,0.0492,811.9886
520,0.1864,0.0042,0.0072,0.0181,765.1037
520:570:690,0.7634,0.0834,0.016,0.0582,804.507
520:690,0.2267,0.0196,0.0102,0.0363,766.733
520:570:690,0.6308,0.0651,0.0101,0.0523,796.9488
520:570:690,0.719,0.0378,0.0146,0.0896,839.2211
520:620,0.4429,0.0013,0.1239,0.0075,781.5495
520,0.1814,0.014,0.0367,0.0091,713.0394
520:570,0.4268,0.059,0.0202,0.0294,694.2494
520:620,0.1999,0.0085,0.2373,0.0203,771.3585
520:620,0.5532,0.0075,0.1529,0.0252,703.2955
520:620,0.642,0.0176,0.1935,0.023,706.0881
520:570:690,0.6144,0.0657,0.0123,0.0373,695.9846
520:690,0.1861,0.0036,0.0122,0.062,709.1786
520:570,0.178,0.075,0.0139,0.0286,683.6717
520:690,0.7193,0.0092,0.008,0.0523,724.8279
520:570:690,1.1554,0.0315,0.0103,0.1041,729.915
520:690,0.2852,0.0181,0.0123,0.0412,770.3434
520:570:690,0.6076,0.1145,0.0234,0.0617,674.7466
520:570,0.4088,0.0447,0.0081,0.0315,671.6422
520:570:690,0.7441,0.0453,0.012,0.0785,724.6821
520:570:690,0.9063,0.0465,0.01,0.0622,722.277
520,0.702,0.0012,0.0246,0.0093,697.2505
520,0.2021,0.0173,0.0125,0.0186,674.6411
520:570,0.2747,0.0381,0.0116,0.0213,712.7948
520:570:690,0.5951,0.0483,0.0146,0.101,761.8293
520,0.1287,0.0052,0.016,0.0215,775.6981
520,0.2166,0.0084,0.0102,0.0249,715.9276
520,0.2308,0.0098,0.0126,0.0187,678.308
520:570,0.2353,0.0814,0.014,0.0215,674.9407
520:620,0.1465,0.0012,0.1444,0.0148,619.6209
520,0.3095,0.0159,0.0129,0.0261,670.4455
520:620,0.7002,0.0033,0.0511,0.0115,672.1531
520,0.3312,0.0094,0.0132,0.0192,729.905
520:570:690,0.744,0.0338,0.0089,0.1165,638.2758
520:690,0.1679,0.0022,0.0134,0.0463,620.3008
520:570:690,0.7783,0.12,0.0182,0.0801,627.5655
520:570:690,0.4068,0.1707,0.0181,0.0459,683.6888
520:690,0.5013,0.0109,0.0086,0.0483,679.791
520:620,0.3301,0.0019,0.1416,0.0153,610.9009
520,0.194,0.0101,0.025,0.0254,669.2043
520:570:690,0.8089,0.2764,0.022,0.0598,631.7496
520:620,0.2109,0.0065,0.5116,0.0139,584.8033
520:570,0.2572,0.0282,0.0192,0.0106,642.9823
520:570:690,0.5858,0.0535,0.0162,0.0742,626.9894
520:570:690,0.3792,0.0259,0.0131,0.0569,675.4002
520:690,0.1727,0.0086,0.0124,0.0425,582.1395
520:620,2.1129,0.0058,0.1399,0.014,711.0771
520:570,0.287,0.0495,0.0213,0.0279,575.5663
520:690,0.4478,0.0078,0.0163,0.0361,638.9456
520:570:620:690,3.0036,0.0358,0.1181,0.0526,633.4988
520,0.1339,0.0059,0.0117,0.0149,620.0667
520:570:690,0.5725,0.0616,0.0146,0.0774,580.2932
520:570,0.2956,0.0347,0.029,0.0236,624.4659
520,0.2085,0.0146,0.0114,0.0184,699.3755
520,0.1284,0.0065,0.0449,0.0152,598.2548
520:570,0.3547,0.0641,0.0235,0.0303,702.4309
520,0.2316,0.0073,0.012,0.0219,712.1868
520,0.3385,0.0131,0.0128,0.0277,556.748
520,0.28,0.0044,0.0262,0.0152,559.894
520:570,0.2948,0.0238,0.0126,0.0316,553.8941
520:620,0.4251,0.0106,0.0397,0.0164,578.1459
520:690,0.4662,0.0157,0.0048,0.0565,549.5988
520:570:690,0.4854,0.0301,0.0118,0.0471,606.5272
520:570:690,0.7856,0.0454,0.0096,0.0827,647.6814
520:690,0.5389,0.018,0.0123,0.0466,608.7797
520,0.3111,0.0052,0.0051,0.0211,599.5694
520:690,0.8269,0.0084,0.0154,0.107,641.5496
520:620,0.6014,0.004,0.3731,0.0206,633.6249
520:570,0.1329,0.0327,0.0154,0.0062,553.7686
520:570:690,0.3671,0.0252,0.0238,0.0621,640.5969
520:570:620:690,0.2916,0.0256,0.1559,0.0466,561.4069
520:570:690,0.7489,0.1032,0.0143,0.0558,536.4876
520:620,0.1657,0.0012,0.1191,0.0163,651.9449
520:570:690,0.2592,0.1019,0.0167,0.0326,680.6879
520:570:690,0.8841,0.2222,0.0294,0.0922,538.5247
520,0.4633,0.0091,0.0304,0.0256,541.3373
520:570,0.1692,0.061,0.0115,0.0183,591.9705
520:570:690,0.3901,0.052,0.0288,0.0491,555.8743
