Class,Opal_520,Opal_570,Opal_620,Opal_690,Distance
*: Opal 520,0.1651,0.0007,0.0181,0.0062,444.0539
Opal 620: Opal 520: *,0.3216,0.001,0.1013,0.0076,365.8402
*: Opal 520: Opal 570,0.3022,0.0161,0.0041,0.0154,672.6793
Opal 620: Opal 520: *,0.1789,0.0011,0.0914,0.0152,538.6346
*: Opal 520,0.6705,0.0008,0.0259,0.0072,473.0154
*: Opal 520: Opal 690: Opal 570,0.2207,0.0117,0.0057,0.0245,377.6048
*: Opal 520,0.1644,0.004,0.0093,0.0158,476.9513
*: Opal 520: Opal 570,0.1638,0.0092,0.0052,0.0197,485.575
*: Opal 520: Opal 570,0.2029,0.0125,0.0145,0.0229,370.8117
*: Opal 520: Opal 570,0.1898,0.0141,0.0102,0.0216,381.9206
*: Opal 520: Opal 570,0.1556,0.0138,0.0045,0.0126,343.7478
*: Opal 520: Opal 570,0.1659,0.0067,0.0088,0.0095,316.0808
*: Opal 520: Opal 570,0.2688,0.0129,0.0052,0.0217,318.1868
*: Opal 520: Opal 690,0.1931,0.0012,0.0049,0.0231,321.5925
*: Opal 520: Opal 570,0.1503,0.0267,0.0048,0.0159,540.3533
*: Opal 520,0.154,0.002,0.0041,0.0207,370.2719
*: Opal 520: Opal 570,0.2006,0.0141,0.0092,0.0111,311.8603
*: Opal 520: Opal 570,0.2306,0.0138,0.0251,0.0034,473.3128
Opal 620: Opal 520: *,0.1658,0.0007,0.0273,0.0043,465.7647
Opal 620: Opal 520: *,0.4193,0.0007,0.0791,0.0034,679.4899
*: Opal 520,0.194,0.0018,0.0106,0.0089,335.03
*: Opal 520,0.3311,0.0014,0.0197,0.0079,291.4914
*: Opal 520,0.1507,0.0005,0.0174,0.0083,341.7722
*: Opal 520,0.2741,0.0024,0.0052,0.0188,686.6938
Opal 620: Opal 520: *,0.1933,0.0045,0.0922,0.0137,284.8914
*: Opal 520,0.3821,0.0014,0.0054,0.0045,274.281
Opal 620: Opal 520: *,0.3371,0.0009,0.0488,0.0037,270.8795
Opal 620: Opal 520: *,1.005,0.0007,0.0646,0.0057,294.5118
*: Opal 520,0.3135,0.0007,0.0067,0.0106,282.9967
*: Opal 520,0.1716,0.0009,0.005,0.0054,277.4179
*: Opal 520,0.1671,0.0059,0.0044,0.0119,243.5058
*: Opal 520: Opal 570,0.2233,0.009,0.0057,0.0148,235.0238
*: Opal 520: Opal 570,0.1788,0.0223,0.0044,0.0111,237.0904
Opal 620: Opal 520: *,0.2516,0.0028,0.0666,0.0062,227.1785
Opal 620: Opal 520: *,0.589,0.0005,0.084,0.0064,243.1064
*: Opal 520,0.3214,0.0046,0.0167,0.0088,208.9049
*: Opal 520,0.1541,0.0059,0.0031,0.011,222.7981
*: Opal 520: Opal 570,0.1945,0.0218,0.0041,0.0113,207.8563
Opal 620: Opal 520: *,0.1591,0.0025,0.0841,0.0071,172.6597
*: Opal 520: Opal 570,0.211,0.008,0.0041,0.0119,171.5746
*: Opal 520,0.1595,0.0026,0.0045,0.0082,193.6952
*: Opal 520,0.1726,0.0022,0.0062,0.0088,159.2305
*: Opal 520,0.1884,0.0023,0.0035,0.0135,156.2043
Opal 620: Opal 520: *: Opal 570,0.2513,0.0075,0.0704,0.011,154.1345
*: Opal 520: Opal 570,0.3679,0.0112,0.0153,0.0229,150.1216
*: Opal 520,0.1691,0.0059,0.0027,0.0064,143.6462
*: Opal 520: Opal 570,0.2548,0.0182,0.0063,0.0156,132.5684
*: Opal 520: Opal 570,0.1766,0.0381,0.014,0.0098,131.8549
*: Opal 520,0.1553,0.0037,0.0118,0.0096,127.8927
*: Opal 520,0.2181,0.0055,0.0065,0.0068,125.6454
*: Opal 520: Opal 570,0.2977,0.0305,0.0106,0.0176,119.5699
Opal 620: Opal 520: *: Opal 570,0.2912,0.0276,0.1791,0.0114,112.8057
*: Opal 520,0.2154,0.0025,0.0176,0.0089,98.397
*: Opal 520,0.1772,0.0059,0.0024,0.0061,97.1921
*: Opal 520: Opal 570,0.2123,0.0412,0.0047,0.0171,86.2708
*: Opal 520: Opal 570,0.2905,0.0759,0.0083,0.0197,88.2382
*: Opal 520,0.2865,0.0014,0.0056,0.0077,81.8445
*: Opal 520: Opal 570,0.2445,0.0107,0.0049,0.0097,81.024
*: Opal 520,0.3737,0.0046,0.0112,0.0055,78.0688
Opal 620: Opal 520: *,1.1244,0.0039,0.0603,0.0125,77.3578
*: Opal 520: Opal 570,0.2155,0.0314,0.0065,0.0104,71.8854
*: Opal 520,0.9251,0.0051,0.0067,0.0189,66.7669
*: Opal 520,0.8406,0.0028,0.0049,0.0089,67.2287
*: Opal 520,0.2246,0.0047,0.0038,0.0086,63.1758
Opal 620: Opal 520: *: Opal 570,0.5552,0.0275,0.0649,0.0204,57.126
*: Opal 520,0.2428,0.0025,0.0041,0.0169,52.7057
*: Opal 520: Opal 570,0.1732,0.022,0.0047,0.0108,18.1162
*: Opal 520,0.3504,0.0013,0.0186,0.0062,13.2322
Opal 620: Opal 520: *,0.3206,0.0041,0.2126,0.0146,866.5679
*: Opal 520: Opal 570,0.2815,0.0112,0.0239,0.0205,857.7314
*: Opal 520: Opal 570,0.1628,0.0197,0.0042,0.0206,846.8069
*: Opal 520: Opal 570,0.3937,0.0427,0.0041,0.0193,848.5085
*: Opal 520: Opal 570,0.1579,0.0104,0.0064,0.0132,759.7032
Opal 620: Opal 520: *,0.1655,0.0031,0.0766,0.0129,855.2007
*: Opal 520: Opal 570,0.229,0.0139,0.0042,0.0222,774.8408
Opal 620: Opal 520: *,0.3228,0.0054,0.0767,0.0115,733.7003
*: Opal 520: Opal 570,0.2522,0.0359,0.004,0.0218,764.521
*: Opal 520: Opal 570,0.2739,0.0271,0.0058,0.0165,732.4834
*: Opal 520,0.1746,0.0056,0.009,0.0078,839.2849
*: Opal 520: Opal 570,0.1769,0.0483,0.0055,0.0188,826.1998
*: Opal 520: Opal 570,0.1875,0.0134,0.004,0.0151,796.6735
*: Opal 520: Opal 570,0.2748,0.0129,0.0022,0.0151,826.8511
*: Opal 520: Opal 690: Opal 570,0.3011,0.0246,0.005,0.0345,858.8434
*: Opal 520: Opal 570,0.2644,0.0116,0.0025,0.0125,978.4573
*: Opal 520: Opal 570,0.2242,0.0102,0.0021,0.007,716.3393
*: Opal 520: Opal 690: Opal 570,0.4587,0.018,0.0029,0.0372,873.006
*: Opal 520,0.1648,0.0057,0.0123,0.0097,971.552
Opal 620: Opal 520: *,0.3097,0.0006,0.0581,0.0074,1039.2681
*: Opal 520: Opal 570,0.2934,0.0753,0.0053,0.0157,977.0574
Opal 620: Opal 520: *,0.3622,0.0008,0.0186,0.0028,829.6022
*: Opal 520: Opal 570,0.3037,0.0309,0.0024,0.0143,970.4706
*: Opal 520: Opal 570,0.2193,0.0133,0.0069,0.016,754.1672
*: Opal 520: Opal 570,0.2012,0.0185,0.0046,0.0171,757.1819
Opal 620: Opal 520: *,0.2056,0.0011,0.0464,0.0052,1034.3744
*: Opal 520,0.1673,0.0024,0.0303,0.0194,750.2528
*: Opal 520,0.1706,0.0011,0.0028,0.0036,898.8839
*: Opal 520,0.1731,0.0058,0.0017,0.0138,873.9116
*: Opal 520,0.1679,0.0026,0.0073,0.0085,829.5923
Opal 620: Opal 520: *,0.9557,0.0003,0.0438,0.0017,900.597
*: Opal 520: Opal 570,0.1581,0.0099,0.0039,0.0103,797.0482
Opal 620: Opal 520: *,1.926,0.0006,0.2691,0.0019,1024.0648
*: Opal 520,0.2019,0.0015,0.0025,0.0127,791.5417
*: Opal 520: Opal 570,0.2137,0.0109,0.0033,0.0112,722.1561
*: Opal 520: Opal 690: Opal 570,0.2526,0.0127,0.0089,0.0242,789.4222
*: Opal 520: Opal 570,0.2025,0.01,0.0023,0.0205,792.0942
Opal 620: Opal 520: *,0.1775,0.0029,0.0506,0.0075,1002.5458
Opal 620: Opal 520: *: Opal 570,1.0457,0.0372,0.0162,0.0045,1000.3482
*: Opal 520,0.1519,0.0021,0.004,0.0043,1017.0028
Opal 620: Opal 520: *,0.3356,0.0006,0.101,0.0081,717.5944
*: Opal 520,0.1588,0.0022,0.0015,0.01,1255.7904
*: Opal 520,0.2174,0.0011,0.0023,0.0168,901.4866
Opal 620: Opal 520: *,0.251,0.0004,0.0335,0.0034,986.7993
*: Opal 520,0.2354,0.0019,0.0025,0.0117,1147.489
*: Opal 520: Opal 690: Opal 570,0.2792,0.0083,0.0033,0.0235,888.338
*: Opal 520: Opal 690: Opal 570,0.4373,0.0246,0.0026,0.0561,1152.6837
*: Opal 520: Opal 690: Opal 570,0.1932,0.0153,0.0044,0.0343,1319.6278
Opal 620: Opal 520: *,0.1546,0.0009,0.1032,0.0132,1068.9025
*: Opal 520: Opal 690: Opal 570,0.3481,0.0254,0.0044,0.0496,1305.5018
*: Opal 520: Opal 690: Opal 570,0.2009,0.0116,0.0021,0.0235,1335.4189
Opal 620: Opal 520: *,2.0289,0.0003,0.1235,0.0016,866.0389
*: Opal 520,0.6634,0.0003,0.011,0.0025,890.4894
*: Opal 520: Opal 690,0.2667,0.0011,0.0232,0.0348,1287.2725
Opal 620: Opal 520: Opal 690: *,0.5026,0.0051,0.406,0.0557,1281.0145
Opal 620: Opal 520: *,0.713,0.0004,0.1157,0.0024,949.1965
*: Opal 520: Opal 570,0.3613,0.012,0.0009,0.0162,1328.2731
*: Opal 520,0.1569,0.0004,0.0114,0.0028,862.3605
*: Opal 520: Opal 570,0.208,0.008,0.0017,0.0214,1226.5077
*: Opal 520,0.3698,0.0016,0.0064,0.0133,895.5482
*: Opal 520,0.4139,0.001,0.0168,0.0198,1136.8964
Opal 620: Opal 520: *,1.6366,0.0003,0.1982,0.0038,904.4929
Opal 620: Opal 520: *,0.415,0.001,0.3076,0.0192,1260.3765
Opal 620: Opal 520: *,0.4967,0.0021,0.1025,0.0037,1048.4169
Opal 620: Opal 520: Opal 690: Opal 570,0.5042,0.0174,0.1425,0.0265,1040.0852
*: Opal 520: Opal 690,0.1843,0.0043,0.0041,0.0241,1181.9452
*: Opal 520,0.2225,0.0007,0.002,0.0176,1361.5439
*: Opal 520,0.1821,0.0005,0.0011,0.0087,1350.7263
Opal 620: Opal 520: *,0.7415,0.002,0.0454,0.0044,1113.6781
*: Opal 520: Opal 690,0.3382,0.0011,0.0168,0.0297,1359.172
*: Opal 520: Opal 690: Opal 570,0.3534,0.0393,0.0052,0.0343,1003.9094
Opal 620: Opal 520: Opal 690: *,0.1892,0.0011,0.0631,0.0234,1308.5569
*: Opal 520,0.2506,0.0012,0.0011,0.0223,1415.8773
*: Opal 520: Opal 690: Opal 570,0.4354,0.0358,0.0035,0.0395,1296.385
*: Opal 520,0.4481,0.0003,0.0188,0.0025,1043.7089
*: Opal 520,0.2772,0.0001,0.006,0.0058,1188.4858
*: Opal 520,0.3527,0.0003,0.01,0.0013,1031.5837
Opal 620: Opal 520: *,1.1462,0.0002,0.064,0.0051,1132.6293
*: Opal 520: Opal 690: Opal 570,0.2746,0.0313,0.0024,0.0313,1289.8173
*: Opal 520: Opal 690: Opal 570,0.5257,0.0734,0.0057,0.0443,1281.6346
*: Opal 520: Opal 690: Opal 570,0.537,0.0114,0.0023,0.0236,1277.2776
*: Opal 520: Opal 690: Opal 570,0.2933,0.007,0.0312,0.0245,1292.4294
Opal 620: Opal 520: *,0.2273,0.0018,0.1429,0.0204,1281.668
*: Opal 520: Opal 570,0.2014,0.0062,0.0014,0.0122,1302.2633
*: Opal 520: Opal 690,0.2374,0.0007,0.0019,0.0391,1301.0026
*: Opal 520: Opal 690,0.1807,0.0002,0.0039,0.0623,5651.5718
*: Opal 520: Opal 690,0.2696,0.0016,0.0028,0.0233,5670.7935
*: Opal 520: Opal 690,0.2865,0.001,0.0049,0.1759,5650.4966
*: Opal 520: Opal 690: Opal 570,0.1735,0.0242,0.004,0.0493,5659.0498
Opal 620: Opal 520: *,1.448,0,0.1567,0.0084,5662.2266
*: Opal 520: Opal 690,0.5086,0.0022,0.0028,0.0397,5635.4858
*: Opal 520: Opal 690,0.6251,0.0017,0.0377,0.0403,5621.4336
*: Opal 520: Opal 690,0.3263,0.0006,0.0051,0.0361,5615.2734
*: Opal 520: Opal 690,0.312,0.0001,0.0036,0.0263,5609.043
*: Opal 520: Opal 690: Opal 570,0.2153,0.0232,0.0056,0.1043,5572.6885
*: Opal 520: Opal 690: Opal 570,0.2754,0.0112,0.0057,0.0445,5567.8115
*: Opal 520: Opal 690,0.2132,0.0052,0.0052,0.0713,5558.1372
*: Opal 520: Opal 690: Opal 570,0.4781,0.0319,0.0123,0.1206,5555.645
Opal 620: Opal 520: Opal 690: *,0.3773,0.0016,0.0426,0.1015,5545.6299
Opal 620: Opal 520: Opal 690: *,0.5566,0.0009,0.042,0.1144,5545.6372
*: Opal 520,0.1756,0.0001,0.0302,0.0189,5555.8486
Opal 620: Opal 520: *,1.0807,0.0016,0.0585,0.0188,5549.02
*: Opal 520: Opal 690,0.2785,0.0007,0.0176,0.0401,5539.4424
Opal 620: Opal 520: Opal 690: *,0.186,0.0003,0.1189,0.0304,5521.3521
*: Opal 520: Opal 690,0.1685,0.0043,0.0042,0.0292,5532.5361
*: Opal 520: Opal 690,0.3923,0.0002,0.0035,0.0405,5526.1348
*: Opal 520: Opal 690: Opal 570,0.2799,0.0085,0.0038,0.0369,5507.7192
*: Opal 520: Opal 690,0.1926,0.0039,0.0044,0.0603,5470.0586
*: Opal 520: Opal 690,0.5541,0,0.0024,0.0362,5446.1387
*: Opal 520,0.369,0.0005,0.0028,0.0223,5434.103
*: Opal 520: Opal 690,0.2676,0.0017,0.0043,0.0588,5416.1069
Opal 620: Opal 520: Opal 690: *,1.3511,0.0009,0.093,0.0235,5419.6973
*: Opal 520: Opal 690,0.2857,0.0035,0.0039,0.059,5394.7529
*: Opal 520: Opal 690,0.6207,0.0017,0.0031,0.0469,5385.2349
*: Opal 520: Opal 690: Opal 570,0.1513,0.0095,0.0035,0.0407,5374.6138
*: Opal 520: Opal 690,0.2018,0.0014,0.007,0.0338,5341.9351
*: Opal 520,0.3329,0.0009,0.0263,0.0156,5327.2188
Opal 620: Opal 520: *,1.3823,0.0002,0.1903,0.0222,5319.8589
*: Opal 520,0.4708,0.0002,0.0328,0.0171,5317.4702
*: Opal 520: Opal 690,0.4266,0.0001,0.003,0.0421,5302.4404
Opal 620: Opal 520: *,0.7406,0.0002,0.0414,0.014,5302.4482
Opal 620: Opal 520: Opal 690: *,0.2151,0.0012,0.0618,0.0425,5268.479
Opal 620: Opal 520: Opal 690: *,0.159,0.0006,0.1667,0.0305,5261.3481
*: Opal 520,0.1517,0.0001,0.0025,0.019,5226.5527
*: Opal 520: Opal 690,0.3978,0.0004,0.0018,0.0898,5228.002
*: Opal 520: Opal 690: Opal 570,0.1727,0.0118,0.0024,0.0242,5250.5283
*: Opal 520: Opal 690,0.2359,0,0.0033,0.057,5219.7676
*: Opal 520: Opal 690,0.1697,0.0001,0.0032,0.0258,5184.021
*: Opal 520: Opal 690: Opal 570,0.2019,0.0106,0.0033,0.0709,5197.8623
*: Opal 520: Opal 690,0.237,0,0.0038,0.0281,5185.5601
*: Opal 520: Opal 690,0.1492,0.0028,0.004,0.0352,5174.8442
*: Opal 520: Opal 690,0.4393,0,0.0034,0.0381,5170.2505
*: Opal 520,0.2599,0,0.0076,0.0152,5153.7466
Opal 620: Opal 520: *: Opal 570,0.7659,0.0159,0.0698,0.0156,5143.542
*: Opal 520: Opal 690,0.1988,0.003,0.0029,0.0244,5165.4155
*: Opal 520,0.3433,0,0.0124,0.0139,5145.127
Opal 620: Opal 520: Opal 690: *,0.1836,0.0002,0.0931,0.0282,5153.627
*: Opal 520: Opal 690,0.2555,0.003,0.0047,0.0319,5135.1855
*: Opal 520: Opal 690,0.3251,0.0005,0.0031,0.0304,5147.4761
*: Opal 520: Opal 690,0.3085,0.0003,0.0037,0.0552,5144.6299
*: Opal 520: Opal 690,0.1621,0.0001,0.003,0.0368,5140.4761
*: Opal 520: Opal 690,0.3051,0,0.0066,0.0399,5131.0869
*: Opal 520: Opal 690,0.1528,0.0003,0.003,0.0322,5090.3198
*: Opal 520: Opal 690,0.2733,0.0004,0.0026,0.0696,5097.6929
*: Opal 520,0.2953,0.0001,0.0021,0.0181,5079.8145
*: Opal 520: Opal 690,0.7163,0.0042,0.0026,0.1126,5085.7822
*: Opal 520: Opal 690,0.201,0.0016,0.003,0.0582,5091.4536
*: Opal 520: Opal 690,0.3713,0.0023,0.0023,0.0396,5068.4897
*: Opal 520: Opal 690: Opal 570,0.352,0.0399,0.0055,0.0604,5048.7031
Opal 620: Opal 520: *,1.1051,0,0.117,0.0171,5054.3926
*: Opal 520: Opal 690,0.3824,0.0029,0.0041,0.0516,5042.8828
*: Opal 520: Opal 690,0.2157,0.0008,0.0067,0.1197,5010.6362
*: Opal 520: Opal 690,0.1795,0.0038,0.0035,0.0503,5026.3286
*: Opal 520: Opal 690,0.3537,0.0011,0.006,0.1703,5005.7993
*: Opal 520,0.224,0,0.0021,0.0224,5013.3271
*: Opal 520: Opal 690,0.4885,0,0.0023,0.0365,5012.3618
*: Opal 520: Opal 690,0.4861,0.0031,0.0029,0.044,4999.9648
*: Opal 520: Opal 690: Opal 570,0.3065,0.0153,0.0039,0.0568,4996.9595
*: Opal 520: Opal 690,0.8721,0.0008,0.0022,0.0324,4975.311
*: Opal 520: Opal 690,0.2941,0.0048,0.0022,0.042,4965.5688
*: Opal 520,0.3837,0.0003,0.0149,0.0206,4953.9097
*: Opal 520: Opal 690,0.5469,0.0001,0.0024,0.0393,4948.7544
*: Opal 520: Opal 690,0.7899,0.0008,0.0034,0.0721,4943.7666
*: Opal 520: Opal 690,0.407,0.0025,0.0033,0.0827,4934.791
*: Opal 520: Opal 690: Opal 570,0.4094,0.0301,0.0019,0.0367,4939.2085
*: Opal 520: Opal 690,0.2765,0.0007,0.002,0.0268,4930.5981
*: Opal 520: Opal 690,0.5931,0.0006,0.0027,0.0443,4916.8091
*: Opal 520: Opal 690,0.5054,0.0004,0.0042,0.05,4912.6973
*: Opal 520: Opal 690,0.1584,0,0.0069,0.0358,4911.2959
*: Opal 520: Opal 690,0.3369,0.001,0.0045,0.0482,4918.4536
*: Opal 520: Opal 690: Opal 570,0.6966,0.0157,0.0035,0.1205,4903.208
*: Opal 520: Opal 690,0.6206,0.0011,0.0028,0.1405,4896.687
*: Opal 520: Opal 690,0.7187,0.0034,0.0015,0.0959,4892.0361
*: Opal 520: Opal 690,1.0909,0.0001,0.0024,0.0575,4882.2935
*: Opal 520: Opal 690,0.2168,0,0.002,0.0516,4890.2485
*: Opal 520: Opal 690,0.6583,0,0.0028,0.0297,4880.3105
Opal 620: Opal 520: Opal 690: *,0.241,0.0006,0.2802,0.0296,4870.6792
*: Opal 520: Opal 690,0.6012,0.0004,0.002,0.0363,4857.4434
*: Opal 520: Opal 690,0.5065,0,0.0019,0.0253,4842.1299
*: Opal 520,0.2342,0.0001,0.0022,0.0183,4832.3335
*: Opal 520: Opal 690,0.2604,0.0003,0.0032,0.0244,4835.8291
Opal 620: Opal 520: *,0.6428,0,0.0497,0.0135,4817.6387
*: Opal 520,0.2747,0.0003,0.0018,0.0226,4815.4238
*: Opal 520: Opal 690,0.3528,0.0005,0.0034,0.0381,4799.1021
*: Opal 520: Opal 690: Opal 570,0.1493,0.0085,0.0034,0.0256,4780.2891
*: Opal 520: Opal 690,0.1578,0,0.0042,0.0266,4777.3701
*: Opal 520: Opal 690,0.4423,0,0.0021,0.0337,4771.2021
Opal 620: Opal 520: *,0.2638,0.0001,0.0404,0.0128,4750.272
*: Opal 520: Opal 690,0.5112,0.0016,0.0016,0.0367,4761.0703
*: Opal 520,0.2451,0.0004,0.002,0.0219,4755.7583
*: Opal 520: Opal 690,0.1787,0.0049,0.0032,0.0435,4727.9287
*: Opal 520: Opal 690,0.2224,0.0014,0.0036,0.0344,4730.5239
*: Opal 520: Opal 690,0.4023,0.0003,0.0037,0.0448,4714.0425
*: Opal 520: Opal 690,0.4162,0.0005,0.0038,0.026,4710.4346
*: Opal 520: Opal 690,0.4436,0.0004,0.0036,0.0322,4717.5327
*: Opal 520: Opal 690,0.5826,0.0019,0.0029,0.0322,4697.5771
*: Opal 520: Opal 690: Opal 570,0.1647,0.0071,0.0046,0.0621,4667.3984
*: Opal 520,0.3687,0,0.0149,0.0172,4703.522
*: Opal 520: Opal 690,0.5223,0.0023,0.0049,0.0528,4648.4951
*: Opal 520: Opal 690,0.4717,0.0013,0.0031,0.0242,4657.9751
*: Opal 520: Opal 690,0.4032,0.0019,0.0039,0.041,4642.9307
*: Opal 520: Opal 690,0.206,0.0004,0.0036,0.0376,4637.3794
*: Opal 520,0.1652,0.0005,0.0028,0.0197,4641.6792
*: Opal 520: Opal 690,0.1493,0.002,0.0045,0.0857,4618.3604
*: Opal 520: Opal 690: Opal 570,0.1917,0.0113,0.0042,0.0237,4609.8228
*: Opal 520: Opal 690,0.3238,0.0002,0.0037,0.0497,4619.7524
*: Opal 520: Opal 690,1.0188,0.0003,0.0023,0.0345,4601.2886
*: Opal 520: Opal 690: Opal 570,0.5285,0.0108,0.0029,0.0442,4584.3218
*: Opal 520: Opal 690,0.8584,0.0001,0.0025,0.0522,4594.2119
*: Opal 520: Opal 690: Opal 570,0.7254,0.0064,0.0033,0.0333,4563.7275
*: Opal 520: Opal 570,0.1683,0.0089,0.0036,0.0215,4552.9048
Opal 620: Opal 520: Opal 690: *,0.1632,0.0009,0.206,0.0236,4575.3774
*: Opal 520,0.1509,0.0001,0.0029,0.0167,4544.98
*: Opal 520: Opal 690,0.2526,0.0001,0.0044,0.0283,4561.5757
*: Opal 520: Opal 690,0.6264,0.0032,0.0026,0.0918,4553.1045
*: Opal 520,0.5406,0.0001,0.0018,0.0227,4522.4956
*: Opal 520: Opal 690,0.3203,0.0017,0.0048,0.0271,4523.2168
*: Opal 520: Opal 690,0.2469,0.0001,0.0034,0.0314,4534.2803
*: Opal 520: Opal 690,0.4533,0.0043,0.0024,0.0366,4509.9565
Opal 620: Opal 520: *,1.6356,0.0004,0.0687,0.0087,4481.353
*: Opal 520: Opal 690: Opal 570,0.381,0.0112,0.0075,0.0519,4488.4868
*: Opal 520: Opal 690,1.0219,0.0007,0.0053,0.0645,4498.8213
Opal 620: Opal 520: Opal 690: *,1.9786,0.0009,0.0674,0.0761,4489.4629
*: Opal 520: Opal 690,0.2911,0.0001,0.0043,0.0374,4472.7407
*: Opal 520: Opal 690,0.4582,0.0019,0.0035,0.0426,4479.8867
*: Opal 520: Opal 690,1.0717,0.0001,0.0022,0.0655,4468.1851
*: Opal 520: Opal 690,0.3542,0.0004,0.0034,0.0341,4460.5874
*: Opal 520: Opal 690,0.3706,0.0005,0.0036,0.0448,4458.7119
Opal 620: Opal 520: Opal 690: *,0.9697,0.0014,0.209,0.0305,4452.0435
*: Opal 520: Opal 690,0.4848,0.0035,0.0036,0.0606,4429.478
*: Opal 520: Opal 690,0.5398,0.006,0.002,0.0529,4419.501
*: Opal 520: Opal 690,0.324,0.0005,0.0036,0.0462,4406.6948
*: Opal 520: Opal 690,0.2894,0.0001,0.0023,0.0445,4400.6772
*: Opal 520: Opal 690,0.5543,0.0044,0.0026,0.0638,4407.0737
*: Opal 520: Opal 690,0.283,0.0014,0.0023,0.0379,4384.0645
*: Opal 520: Opal 690,0.5843,0.003,0.003,0.1005,4390.2114
*: Opal 520: Opal 690,0.4842,0.0022,0.0024,0.0688,4399.166
*: Opal 520: Opal 690: Opal 570,0.2522,0.0252,0.003,0.0296,4406.7866
*: Opal 520: Opal 690: Opal 570,0.9415,0.0247,0.0023,0.0968,4386.8579
*: Opal 520: Opal 690,0.7693,0.0033,0.0022,0.0991,4382.4404
*: Opal 520: Opal 690,0.2818,0.0006,0.0034,0.0697,4396.4116
*: Opal 520: Opal 690,1.0214,0.0034,0.0129,0.1177,4368.1108
*: Opal 520: Opal 690,0.953,0.0001,0.0031,0.0917,4361.2705
*: Opal 520: Opal 690,0.5752,0.0027,0.003,0.0866,4371.3057
*: Opal 520: Opal 690,0.6594,0.0027,0.0024,0.0811,4387.1255
*: Opal 520: Opal 690,0.9104,0.0004,0.0018,0.0736,4360.5835
*: Opal 520: Opal 690,0.4865,0.0004,0.0016,0.0307,4356.8599
*: Opal 520: Opal 690,0.7012,0.0003,0.0018,0.0332,4346.395
*: Opal 520: Opal 570,0.4151,0.0255,0.0032,0.0205,4348.4922
*: Opal 520,0.2838,0.0003,0.0047,0.0225,4335.2085
*: Opal 520: Opal 690,0.2471,0.0004,0.007,0.0295,4357.9116
*: Opal 520,0.3408,0.0002,0.0032,0.0206,4328.9863
*: Opal 520: Opal 690,0.256,0.0023,0.0023,0.0237,4326.7349
