Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio,Distance to annotation with line µm
AMM12_5_Stitched.ome.tif,Ignore*,Ignore*,Ei,Polygon,2339.9,7421.1,11.75,12.7222,0.9123,4.5369,3.1305,0.6762,3.2824,170.6872,1.1802,5.7563,1.8094,3.9469,0.0505,2.6255,0.0298,0.1391,0.004,0.1351,0.0003,0.0178,0.0012,0.0062,0,0.0062,0.0162,0.844,0.0128,0.067,0.0025,0.0645,0.0031,0.1614,0.002,0.0072,0,0.0072,2.5648,133.3695,0.4245,4.7479,2.2038,2.5441,125.75,41.2,0.9309,14.5138,10.8051,0.659,1.0238,0.9029,5.7563,0,0.0339,0.0246,0.1391,0,0.0059,0.0242,0.2512,0,0.0113,0.0069,0.067,0,0.0075,0.0158,0.1379,0,2.618,0.7507,6.2411,2.0756,0.764,0.3097,1.7819,0,0.032,0.0233,0.1328,0,0.0065,0.0255,0.2512,0,0.0108,0.0056,0.0303,0,0.008,0.0166,0.1379,0,2.6241,0.7796,6.2411,2.0756,0.09,1983.8876
AMM12_5_Stitched.ome.tif,Ignore*,Ignore*,Ei,Polygon,2354.1,7422.6,10.25,11.1088,1,3.7952,3.3541,0.4447,2.553,107.2244,0.6856,3.8112,1.3822,2.429,0.0373,1.5683,0.0178,0.0814,0,0.0814,0.0001,0.0026,0.0004,0.0026,0,0.0026,0.0129,0.5407,0.0041,0.0237,0.0043,0.0195,0.0026,0.1111,0.0018,0.0099,0,0.0099,2.1883,91.9093,0.081,2.3508,2.0417,0.3091,103.75,38.0688,0.8996,13.4581,9.4762,0.6977,1.1069,0.5654,3.8112,0.5377,0.0345,0.0196,0.0944,0,0.0009,0.0034,0.0354,0,0.0113,0.0061,0.0517,0.0004,0.0042,0.0083,0.1139,0,2.1972,0.0853,2.4919,1.9068,0.9454,0.2092,1.8785,0.5377,0.0342,0.0198,0.0944,0,0.001,0.0036,0.0354,0,0.0111,0.0063,0.0517,0.0004,0.0044,0.0087,0.1139,0,2.1982,0.0858,2.4919,1.9068,0.0873,1972.8365
AMM12_5_Stitched.ome.tif,Ignore*,Ignore*,Ei,Polygon,2318,7437.8,90.75,35.2076,0.92,11.9134,9.6017,0.5663,4.9169,1799.5881,1.0733,9.9139,2.5564,7.3575,0.0139,5.0879,0.0154,0.0845,0,0.0845,0.0001,0.0225,0.0005,0.0068,0,0.0068,0.0078,2.8392,0.0042,0.0209,0,0.0209,0.0037,1.346,0.0024,0.0152,0,0.0152,1.8639,682.1715,0.1252,2.1877,1.5899,0.5978,262.5,60.9789,0.8871,20.937,16.699,0.5682,2.4082,2.0062,9.9139,0.258,0.0209,0.0215,0.1311,0,0.0002,0.0015,0.0324,0,0.0088,0.0044,0.0342,0,0.0046,0.0079,0.1466,0,1.953,0.1669,2.4283,1.5899,1.0716,0.6422,4.0402,0.258,0.0247,0.0233,0.1311,0,0.0003,0.0019,0.0324,0,0.0093,0.0045,0.0342,0,0.0051,0.0096,0.1466,0,2.0005,0.167,2.4283,1.6091,0.3404,1994.2643
AMM12_5_Stitched.ome.tif,Ignore*,Ignore*,Ei,Polygon,2310.4,7446.6,11.5,13.0826,0.8443,4.632,3.6558,0.6577,4.7638,238.1896,1.2589,7.8308,2.7279,5.1029,0.0095,0.4771,0.0106,0.0571,0,0.0571,0,0,0,0,0,0,0.0098,0.4888,0.0063,0.0312,0,0.0312,0.0035,0.1734,0.0019,0.0095,0.0004,0.0091,1.7772,88.8622,0.0839,1.9224,1.5856,0.3368,37.25,26.1107,0.6866,9.1767,7.2778,0.6048,3.0822,1.982,7.8308,0.3629,0.0103,0.0131,0.0729,0,0,0,0,0,0.0088,0.0065,0.0452,0,0.0039,0.0026,0.016,0.0001,1.8262,0.1027,2.1082,1.5856,2.2737,1.746,7.2875,0.3629,0.0107,0.0142,0.0729,0,0,0,0,0,0.0083,0.0066,0.0452,0,0.0041,0.0029,0.016,0.0001,1.8498,0.1029,2.1082,1.6504,0.3117,1994.3977
AMM12_5_Stitched.ome.tif,Ignore*,Ignore*,Ei,Polygon,2302.7,7451.7,35.5,22.5636,0.8762,8.3346,5.7638,0.7074,4.9897,728.4943,1.3155,8.198,2.5397,5.6583,0.0103,1.5043,0.0133,0.0691,0,0.0691,0.0001,0.0104,0.0006,0.0064,0,0.0064,0.0073,1.0663,0.0046,0.0189,0,0.0189,0.0104,1.5207,0.0166,0.1048,0.0001,0.1047,1.9207,280.4222,0.1207,2.2619,1.6725,0.5894,132,44.1415,0.8513,16.5545,11.493,0.6875,2.3697,2.0696,8.198,0.1411,0.0218,0.0236,0.1198,0,0.0011,0.0059,0.0631,0,0.0087,0.0058,0.0313,0,0.0051,0.0095,0.1048,0,2.0508,0.1894,2.8946,1.6461,1.3761,1.2879,6.3581,0.1411,0.0262,0.0251,0.1198,0,0.0015,0.0069,0.0631,0,0.0093,0.0061,0.0313,0,0.0031,0.0026,0.0164,0,2.1001,0.1875,2.8946,1.6461,0.267,1997.3315
AMM12_5_Stitched.ome.tif,Ignore*,Ignore*,Ei,Polygon,2312.5,7456,46.25,25.8583,0.8692,9.9637,6.0209,0.8176,9.1936,1700.8231,2.1966,13.3974,3.6015,9.7959,0.0091,1.6782,0.0138,0.0857,0,0.0857,0,0.0024,0.0001,0.0014,0,0.0014,0.0097,1.7987,0.0063,0.055,0.0004,0.0546,0.0088,1.6355,0.0163,0.119,0.0002,0.1188,1.7706,327.5615,0.0921,2.0366,1.4933,0.5433,154.25,48.66,0.8186,18.6642,10.1352,0.8543,3.6353,4.0012,13.3974,0.0708,0.0119,0.0192,0.2029,0,0,0.0002,0.0023,0,0.01,0.0074,0.0806,0,0.0064,0.0106,0.119,0,1.8334,0.1359,2.424,1.4933,1.2659,1.4046,7.7876,0.0708,0.0131,0.021,0.2029,0,0,0.0002,0.0023,0,0.0101,0.0078,0.0806,0,0.0054,0.0065,0.051,0,1.8602,0.1427,2.424,1.5221,0.2949,1988.9623
AMM12_5_Stitched.ome.tif,Ignore*,Ignore*,Ei,Polygon,2319.4,7466.7,55.75,29.18,0.8228,10.6129,7.1278,0.6724,5.3509,1225.3516,1.3375,7.9689,2.3481,5.6208,0.0229,5.2385,0.0728,0.7026,0,0.7026,0,0.0024,0.0001,0.0008,0,0.0008,0.0079,1.8163,0.0048,0.0224,0,0.0224,0.0042,0.9505,0.0029,0.0177,0,0.0177,1.7691,405.1273,0.0934,2.0011,1.3976,0.6035,245.25,57.3011,0.9386,20.3812,16.0811,0.6038,1.8892,2.0937,7.9689,0.0158,0.0142,0.0377,0.7026,0,0,0.0004,0.0115,0,0.0082,0.0053,0.0341,0,0.0042,0.0037,0.0645,0,1.8058,0.1204,2.203,1.3976,0.8379,0.6511,3.7724,0.0158,0.0116,0.0148,0.1,0,0,0.0005,0.0115,0,0.0083,0.0054,0.0341,0,0.0042,0.004,0.0645,0,1.8169,0.1254,2.203,1.4952,0.2288,1976.8785
AMM12_5_Stitched.ome.tif,Ignore*,Ignore*,Ei,Polygon,2295.2,7481,96,35.7345,0.9447,12.5233,10,0.5392,5.1822,1995.1285,1.3927,10.9833,2.6723,8.311,0.0212,8.1669,0.0311,0.1942,0,0.1942,0.0001,0.0225,0.0005,0.0079,0,0.0079,0.0104,4.0158,0.0109,0.1133,0,0.1133,0.0037,1.4234,0.0032,0.0165,0,0.0165,1.9768,761.0715,0.1405,2.435,1.6459,0.7891,314,64.663,0.9437,21.8458,19,0.2044,2.2542,2.1323,10.9833,0.0168,0.0315,0.0509,0.6364,0,0.0003,0.0039,0.0901,0,0.0103,0.0097,0.1135,0,0.0041,0.004,0.0334,0,2.0235,0.161,2.5067,1.5174,0.9629,0.4958,3.8596,0.0168,0.0361,0.057,0.6364,0,0.0005,0.0046,0.0901,0,0.0103,0.0091,0.1135,0,0.0043,0.0043,0.0334,0,2.0441,0.1652,2.5067,1.5174,0.3017,1988.6826
AMM12_5_Stitched.ome.tif,Ignore*,Ignore*,Ei,Polygon,2308.2,7483.7,25.5,18.8858,0.8984,7.2476,4.6149,0.7881,14.044,1446.5341,3.6631,20.798,6.8679,13.93,0.0138,1.4163,0.0179,0.0641,0,0.0641,0.0001,0.0127,0.0007,0.0068,0,0.0068,0.0108,1.1145,0.0105,0.068,0,0.068,0.0044,0.4506,0.0031,0.0116,0.0001,0.0115,2.0555,211.7124,0.167,2.5697,1.6483,0.9214,115,42.7337,0.7913,16.3767,8.433,0.8604,4.599,5.592,20.798,0.2337,0.022,0.0251,0.1352,0,0.0049,0.0358,0.5479,0,0.0106,0.0085,0.0796,0,0.0074,0.0187,0.2022,0,2.025,0.1637,2.5697,1.4306,1.8892,1.8478,9.4654,0.2337,0.0243,0.0263,0.1352,0,0.0063,0.0406,0.5479,0,0.0106,0.0079,0.0796,0,0.0083,0.0211,0.2022,0,2.0163,0.162,2.4282,1.4306,0.2097,1975.7501
AMM12_5_Stitched.ome.tif,Ignore*,Ignore*,Ei,Polygon,2320.6,7485.1,64,31.5132,0.8099,10.6491,8.3405,0.6086,4.3322,1117.7015,0.8252,6.0138,2.4588,3.555,0.0188,4.8442,0.0342,0.2583,0,0.2583,0,0.0075,0.0004,0.0064,0,0.0064,0.0078,2.0182,0.0051,0.0223,0,0.0223,0.0039,1.0052,0.0035,0.0274,0,0.0274,1.8197,469.4891,0.1171,2.129,1.515,0.614,179.25,53.0253,0.8011,19.7369,11.2852,0.7914,2.5958,1.7418,6.0138,0.0793,0.0266,0.065,0.6736,0,0.0001,0.0011,0.0197,0,0.0084,0.0052,0.0327,0,0.0082,0.0172,0.1752,0,1.8124,0.1184,2.1588,1.4171,1.6282,1.3142,5.5144,0.0793,0.031,0.0766,0.6736,0,0.0001,0.0013,0.0197,0,0.0087,0.0052,0.0327,0,0.0106,0.021,0.1752,0,1.8083,0.119,2.1588,1.4171,0.351,1965.4135
AMM12_5_Stitched.ome.tif,Ignore*,Ignore*,Ei,Polygon,2313.8,7493.3,20.75,21.0387,0.5891,9.3374,2.765,0.9578,7.0142,603.2229,2.3893,11.3633,2.3445,9.0188,0.0276,2.3761,0.0302,0.1076,0,0.1076,0.0001,0.0122,0.0009,0.0079,0,0.0079,0.0095,0.813,0.0054,0.0226,0.0003,0.0223,0.0105,0.9038,0.0115,0.0712,0.0004,0.0708,1.9891,171.064,0.1387,2.3172,1.6016,0.7156,103.75,41.0557,0.7735,15.3116,9.9211,0.706,2.7176,2.7856,11.3633,0.3014,0.0678,0.0921,0.6065,0,0.0001,0.0006,0.0079,0,0.0107,0.0068,0.0425,0.0003,0.0102,0.0112,0.0885,0.0001,2.0268,0.1415,2.3806,1.6016,1.6113,1.5202,8.5751,0.3014,0.0782,0.0996,0.6065,0,0.0001,0.0005,0.005,0,0.011,0.0071,0.0425,0.0005,0.0101,0.0111,0.0885,0.0001,2.0365,0.1408,2.3806,1.6393,0.1927,1968.4298
